Item Number,Item Description,CPT Code,Price
06962,TOBRAMYCIN,80200,$88.00 
06963,LAP ABDOMINAL PACK,,$55.00 
06964,BACKTABLE COVER,,$15.00 
06965,PROLENE MESH IMPLANTABLE,C1781,"$1,150.00 "
06966,BIOPSY FORCEPS,,$309.00 
06967,HOT BIOPSY,,$247.00 
06968,SEQUENTIAL COMPRESSION PUMP,,$50.00 
06969,URINE (EACH CHEMISTRY),81000,$30.00 
06976,VDRL CSF,,$35.00 
06977,VIRAL STUDIES,87250,$35.00 
06979,VITAMIN E,84446,$158.00 
06980,"VITAMIN B6, PLASMA",84207,$140.00 
06982,"VITAMIN D, 1,25 DIHYDROXY",82652,$96.00 
06985,XYLOSE,80320,$105.00 
06986,PATH HANDLING FEE,88304TC,$79.17 
06987,PKU,84030,$8.00 
06988,PSA DIAGNOSTIC,84153,$128.00 
06989,HEPATITIS B SURFACE ANTIGEN,87340,$59.86 
06990,HYPERTEN PROFILE,,$232.00 
06991,NEWBORN HEMOGL ELEC,83020,$14.00 
06993,ENKAID,80299,$130.00 
06994,MYUCO PLASMA TYTER,86738,$145.00 
06995,GGT,82977,$47.55 
06996,KLONOPIN,80299,$81.00 
06997,VENIPUNCTURE (ROUTINE),36415,$15.00 
06998,FECAL FAT STAIN QUAL.,82705,$25.76 
06999,CLOSTRIDIUM DIFFICILE TOXIN A&B,87230,$86.00 
07000,MYCOPLASMA IGG/IGM ANTIBODIES,86738,$112.00 
07001,CYCLORSPORIN LEVEL,80158,$85.00 
07002,FUNGAL TITERS SERUM,86612,$232.00 
07003,FUNGAL TITERS SERUM #2,86635,$232.00 
07004,FUNGAL TITERS SERUM #3,86698,$232.00 
07005,HEPATITIS B SCREEN (PROFILE),80074,$125.00 
07006,"RUBELLA ANTIBODIES, IGG",86762,$47.00 
07007,SYNOVIAL FLUID ANALYSIS,84550,$44.00 
07008,ANTIPARIETAL ANTIBODY,86255,$164.37 
07009,"CAMPYLOBACTER, SENSITIVITY",87076,$33.00 
07010,CULTURE STOOL,87046,$38.01 
07011,"CULTURE STOOL, YERSINIA ONLY",87046,$64.00 
07012,ANTIPARIETAL CELL,,$280.00 
07013,HIV 1/O/2 WITH CONFIRMATION,87389,$72.73 
07014,RHEUMATOID ARTHRITIS FACTOR LABCORP,86431,$39.16 
07015,GGT,82977,$69.00 
07016,BB ANTIBODY I D TO RED CROSS,86970,$194.00 
07017,C1 ESTERASE INHIBITOR,86160,$145.00 
07018,RAST PANEL FOODS,86003,$73.00 
07019,RAST PANEL DUST MITES,86003,$145.00 
07020,RAST PANEL DUST MITES#2,86003,$29.00 
07021,URINE SODIUM,84300,$50.00 
07022,FLECAINIDE,80299,$139.00 
07023,PSA SCRN AGE 50+,G0103,$128.00 
07024,HIV ANTIBODY LEVEL,86703,$87.00 
07025,EPSTEIN-BARR TITER/IGG,86665,$87.00 
07026,EPSTEIN-BARR TITER/ IGM,86665,$87.00 
07027,CYSTYNE EXCRETION,82131,$73.00 
07028,OXALATE URINE,83945,$73.00 
07029,DEHYDROEPIANDROSTERONE SULFATE,82627,$159.00 
07030,ANAEROBIC AND AEROBIC CULTURE,87070,$109.00 
07031,URIC ACID URINE 24 HRS,84560,$29.00 
07032,LYME DISEASE ABS REFLEX WESTERN BLOT ISR,86618,$145.00 
07033,"ROCKY MT SPOTTED FEVER TITER, IGM",80202,$108.00 
07034,HETEROPHILE,86308,$29.00 
07035,AEROBIC CULTURE,87070,$79.00 
07036,SALICYLATE LEVEL (NON-OP ANALGSC 1 OR 2),80329,$71.00 
07037,ISOPROPHYLL ALCOHOL LEVEL,80320,$78.00 
07038,"VARICELLA-ZOSTER ANTIBODY, IGG",86787,$130.00 
07039,INFLUENZA VIRUS ANTIBODY,86710,$73.00 
07040,NEISSERIA MENINGTIDIS GPS AB&C,86403,$73.00 
07041,STREPTOCOCCUS PNEUMONIAL,86403,$73.00 
07042,ALPHA 1 ANTI TRYPSIN ASSAY,82103,$73.00 
07043,"HEPITITIS B CORE ANTIBODY, IGG, IGM",86704,$59.21 
07044,"PROTOPORPHYRIN, FREE AND ZINC",84202,$109.00 
07045,"HEAVY METAL SCREEN, URINE",82175,$450.00 
07046,ANTIGEN SCREENING,86905,$48.00 
07047,ESTRADIOL LEVEL,82670,$112.88 
07048,TORCH TITERS,,$238.00 
07049,MELLARIL LEVEL,80299,$81.00 
07050,SERUM C' DIFFILE TITER,87230,$243.00 
07051,PRE & POST TRANSFUSION HOPTOGLOBIN,83010,$58.00 
07052,QUAN FECAL FAT,82710,$44.00 
07053,HUMAN GROWTH HORMORNE,83003,$93.00 
07054,ALPHA FETOPROTEIN MATERNAL SERUM,82105,$117.00 
07056,SERUM GASTRIN LEVEL,82941,$87.00 
07057,HEMATOCRIT,85014,$26.00 
07058,EPSTEIN BARR VIRUS PANEL,86665,$194.00 
07059,"CYTOMEGALOVIRUS ANTIBODY, IGG",86644,$115.00 
07060,CULTURE PERTUSSIS,87070,$79.00 
07061,MEASLES VIRUS CULTURE,86765,$87.00 
07062,PH BODY FLUIDS,83986,$25.33 
07063,ANA W/ REFLEX CASCADE,86039,$54.00 
07064,"CYTOMEGALOVIRUS ANTIBODIES, IGM QUANT",86645,$105.00 
07065,ANAEROBIC BACTERIAL CULTURE,87075,$57.00 
07066,LABCORP TSH,84443,$100.00 
07067,HAPTOGLOBIN LEVEL,83010,$53.00 
07068,ANIT-DIURETIC HORMORNE,84588,$168.00 
07069,PROPOXYPHENE LEVEL (DARVON),83925,$33.75 
07070,"NORTRIPTYLINE, SERUM",80182,$84.00 
07072,ESTRIOL,82677,$148.00 
07073,VIRAL CULTURE GENERAL,87252,$134.00 
07074,RENIN,84244,$99.00 
07075,LASA-P,86316,$117.00 
07076,CREATININE 24 HOUR URINE,82570,$38.50 
07077,CLOT TEST,,$67.00 
07078,"ACETYL CHOLINE RECEPTON AB, COMP PROFILE",83519,$400.00 
07079,CA 125,86304,$100.00 
07080,FREE T-4,84439,$97.00 
07081,RENAL PROFILE,80069,$335.00 
07082,CRYSTALS AND FLUID,89060,$27.00 
07083,VANCOMYCIN TROUGH,80202,$111.00 
07084,T CELL,86359,$168.00 
07085,CD4,86361,$263.00 
07086,ANCA,83516,$99.00 
07087,SERUM INSULIN,83525,$52.00 
07088,HISTOPLASMOSIS TITER/ANTIBODY,86329,$108.00 
07089,HISTOPLASMOSIS TITER/MYCELIAL PHASE,86171,$108.00 
07090,IGM & IGG,86256,$74.00 
07091,ALDOSTERONE SERUM,82088,$253.00 
07092,PLASMA SERATANIN,84260,$99.00 
07093,THYROID MICRO ANTIBODY,86376,$68.00 
07094,ANTIBODY TO HELICOBACTER PYCORIS,86677,$224.00 
07095,CITRATE,82507,$272.57 
07096,PROLIXIN LEVEL,82491,$34.00 
07098,THYROID STIMULATING ANTIBODY,84445,$49.00 
07099,ANTITHYROID MICROSOMAL ANTIBODY,86376,$68.00 
07100,ANTITHYROGLOBULIN ANTIBODY,86800,$54.00 
07101,CAMPYLOBACTER STOOL CULTURE,87046,$38.01 
07102,FELBAMATE,82491,$34.00 
07103,SERUM HEMOGLOBIN,83051,$83.00 
07104,PLASMA HAPTOGLOBIN,83010,$70.00 
07105,SHTP,84260,$299.00 
07106,URINE POTASSIUM 24 HR,84133,$15.00 
07107,SERUM MYOGLOBIN,83874,$54.00 
07108,24 HR URINE FOR ELECTOLYTES,84300,$39.00 
07109,MUMPS ANTIBODY IGG,86735,$294.00 
07110,INFERTILITY PROFILE,84300,$262.00 
07111,FREE HEMOGLOBIN,83051,$82.00 
07112,MUMPS ANTIGEN,83520,$132.00 
07113,ARTHRITIS PANEL,84550,$18.00 
07114,ARTHRITIS PANEL,84550,$18.00 
07115,ARTHRITIS PANEL,84550,$18.00 
07116,ARTHRITIS PANEL,84550,$18.00 
07117,ARTHRITIS PANEL,84550,$18.00 
07118,LACTOSE TOLERANCE FASTING,82951,$77.00 
07119,D DIMER LEVEL,85378,$136.70 
07120,INSULIN AUTOANTIBODIES (IAA),86337,$108.00 
07121,T-4,84436,$19.00 
07122,AMYLASE ISOENZYMES,82491,$35.00 
07123,FDP,85362,$72.00 
07124,ANTI SS-A & ANTI SS-B,86235,$76.00 
07125,VIBRIO SPECIES CULTURE,87046,$80.00 
07126,ROTO VIRUS,86759,$123.00 
07127,CAMPYLOBACTER JIJUNI,87045,$24.00 
07128,"CALPROTECTIN, FECAL",83993,$155.33 
07129,DRUG SCREEN/ SERUM,80306,$300.00 
07130,SERUM IONIZED CALCIUM,82330,$82.00 
07131,CARBOXYHEMOGLOBIN LEVEL,82375,$71.09 
07132,CA 19-9 LEVEL,86301,$152.00 
07133,"VARICELLA-ZOSTER ANTIBODY, IGM",86787,$130.00 
07134,FREE ERYTHRO PROTO PORPHORINE,84202,$47.00 
07135,CD4/CD8 RATIO PROFILE,88184,$203.00 
07136,ISLET CELL ANTIBODY,86341,$100.00 
07137,GIARDIA SPECIFIC ANTIGEN,87329,$60.21 
07138,TRYPSIN,83519,$33.00 
07139,MYCOPLASMA IGG,,$47.00 
07140,MYCOPLASMA IGM,86738,$47.00 
07141,INSULIN,83525,$88.00 
07142,PRO INSULIN,84206,$153.00 
07143,BORDETELLA PERTUSSIS IGM,86615,$54.00 
07144,BORDETELLA PERTUSSIS IGG,86615,$54.00 
07145,BORDETELLA PERTUSSIS DNA BY PCR,87798,$126.25 
07146,ANTI SM,86235,$75.74 
07147,ANTI SCL,86235,$76.00 
07148,ANTI JO-1,86235,$76.00 
07149,ANTI CENTROMERE,86256,$157.00 
07150,SULFONYLUREA LEVEL,86256,$192.00 
07151,TRYPTASE LEVEL,83520,$132.00 
07152,PARATHYROID PROFILE,83970,$150.00 
07153,"FREE HEMOGLOBIN, PLASMA",83051,$37.00 
07154,PROTEUS DX-19 ANTIBODY,86000,$24.00 
07155,TROPONIN T,84484,$130.44 
07156,COMPLEMENT TOTAL (CH50),86162,$108.00 
07157,PREALBUMIN,84134,$97.00 
07158,H PYLORI SCREEN/QUAL,86677,$113.00 
07159,H PYLORI IGG ANTIBODY,86677,$103.00 
07160,H PYLORI IGM ANTIBODY,86677,$103.00 
07161,H PYLORI IGA TITER,86677,$103.00 
07162,BB DIRECTIVE DONER BLOOD,86945,$184.00 
07163,METHOTREXATE,80299,$79.00 
07164,TOXOCARA CANIS ANTIBODY,86682,$165.00 
07165,AMIODARONE LEVEL,82491,$34.18 
07166,URINARY MMA,82131,$178.00 
07167,UOP GALACTOSE 1 PHOSPLAT,82131,$88.00 
07168,ANTICARDIOLIPIN ANTIBODY,86147,$58.00 
07169,D-ALA,82135,$87.00 
07170,LUPUS ANTICOAGULANT,85705,$122.00 
07171,DRUG SCREEN/GASTRIC,80306,$160.00 
07172,NEURONTIN LEVEL,82491,$34.00 
07173,HOMOCYSTEINE LEVEL,83090,$290.00 
07174,RSV,86317,$89.00 
07175,ERYTHROPOIETIN LEVEL,82668,$136.00 
07176,PNEUMOCYST CARNII STAIN,88312,$79.00 
07177,PNEUMOCYST CARNII STAIN,88312,$60.00 
07178,URINE MICROALBUMIN/CREATININE RATIO,82043,$43.00 
07179,URINE SPECIFIC GRAVITY,81000,$30.00 
07180,URIC ACID,84560,$32.00 
07181,UFC/URINEFREE CORTISOL,82530,$54.00 
07182,LYME DISEASE ANTIBODIES,86618,$67.00 
07184,TRIPLE SCREEN/1,82105,$117.00 
07185,TRIPLE SCREEN/2,84702,$105.00 
07186,TRIPLE SCREEN/3,82677,$35.00 
07187,THYROGBLOBULIN,84432,$240.00 
07188,HUMAN PARVO VIRUS,86747,$40.00 
07190,CHICKEN POX ANTIBODY,86787,$47.00 
07191,C-3,86160,$75.66 
07192,INDIA INK STAIN,87210,$40.00 
07194,CALCIUM IONIZED,82330,$71.50 
07195,BACTERIAL ANTIGENS,86185,$85.00 
07196,AMBIC TITER,86753,$195.00 
07197,LAMOTRIGINE,80175,$81.00 
07198,URINE PROTEIN,84156,$43.00 
07199,URINE CREATININE,82570,$43.00 
07200,FREE T3,84481,$84.85 
07201,TROPONIN I ADV,84484,$114.00 
07202,PROTOPACPHYRINS,84202,$44.00 
07203,URINE CMV DIRECT SMEAR,87206,$60.00 
07204,IBC,83550,$33.00 
07205,HANSELS STAIN,89190,$34.00 
07206,P24 HIV ANTIGEN,87390,$139.00 
07207,TROPONIN I (CHANGE TO TROPONIN I ADV),,$69.00 
07208,CBC WITHOUT PLATLETS,,$50.00 
07209,ELECTROLYTE PANEL,80051,$88.48 
07210,MALARIA SMEAR,87207,$25.00 
07211,PHILADELPHIA CHROMOSOME ANALYSIS,88237,$288.00 
07212,CHROMOSOME ANALYSIS/A,88230,$891.00 
07213,PYRUVATE,84210,$59.00 
07214,ORGANIC ACIDS,83918,$88.00 
07215,ANTIPARIETAL CELL ANTIBODIES,86255,$165.00 
07216,HEPATITIS C ANTIBODY/RFLX,86803,$77.68 
07217,HEMOGLOBIN,85018,$28.00 
07218,FREE T 3,84481,$55.00 
07219,PROTEIN C FUNCTIONAL,85303,$231.00 
07220,PROGRAF,80197,$90.98 
07221,LDL CHOLESTEROL,83721,$51.00 
07222,PARHAM DRUG SCREEN,,$19.00 
07223,PROTEIN S DEFICIENCY PROFILE,85305,$542.00 
07224,ANTITHROMBIN III ACTIVITY,85301,$57.00 
07225,FACTOR VIII,85240,$225.00 
07226,KEPPRA,80177,$61.63 
07227,H PYLORI ANTIGEN,87338,$67.00 
07228,TRANSFUSION RXN BASIC,86999,$133.00 
07229,BB RH FACTOR (ORDER ME!!!),86901,$40.00 
07230,INCUBATION PHASE,86921,$70.00 
07231,ANTIGLOBULIN,86922,$58.00 
07232,INTERMEDIATE ANTIBODY ID COMPLEX,86971,$194.00 
07233,INTERMEDIATE ANTIBODY ID COMPLEX,86970,$194.00 
07234,INTERMEDIATE ANTIBODY ID COMPLEX,86970,$194.00 
07235,ROSETTE FBS,85461,$32.00 
07236,CULTURE BODY FLUID,87070,$79.00 
07237,URINE CREATININE + PROTEIN,82570,$43.00 
07238,OVA AND PARASITE(2),88312,$24.00 
07239,THROMBIN TIME,85670,$68.00 
07240,VANILLYLMANDELIC ACID (VMA)24 HR URINE,84585,$44.00 
07241,CULTURE LOWER RESPIRATORY,87070,$57.00 
07242,RPR,86592,$35.00 
07243,HERPES SIMPLEX VIRUS CULTURE AND TYPING,87255,$134.00 
07244,B HYDROXYBUTYRATE,82010,$15.00 
07245,B HYDROXY BUTYRATE,80196,$15.00 
07246,VITAMIN B1 (THIAMINE),84425,$88.00 
07247,CLOSTRIDIUM DIFFICILE TOXIN B,87230,$86.00 
07248,"MYOGLOBIN, URINE RANDOM",83874,$70.00 
07249,URINE CHLORIDE 24HR,82436,$50.00 
07250,"LEAD LEVEL, ADULT",83655,$57.00 
07251,GC CULTURE,87081,$57.00 
07252,HEPATITIS PROFILE DIAGNOSTIC,80074,$300.00 
07253,"CORTISOL, AM",82533,$94.26 
07254,ELECTROPHORESIS PROTEIN W/ REFLEX IFE,84165,$85.00 
07255,"ENTEROVIRUS, PCR",87798,$35.00 
07256,"HERPES SIMPLEX VIRUS TYPES I/II, PCR",87801,$134.00 
07257,"MICROALBUMIN, 24 HOUR URINE",82043,$43.00 
07258,"TESTOSTERONE, FREE AND TOTAL",84402,$90.99 
07259,"TESTOSTERONE, FREE AND WEAKLY BOUND",84402,$90.99 
07260,LIPOPROTEIN ASSOCIATED PHOSPHOLIPASE A2,83520,$100.00 
07261,BARTONELLA ANTIBODY PANEL,86611,$35.00 
07262,PARVOVIRUS B19 (HUMAN)IGG/IGM,86747,$50.00 
07263,HIV 2 ANTIBODIES,86702,$63.00 
07264,ANTI MYELOPEROXIDASE ABS (MPO),83516,$63.00 
07265,INFLUENZA A TEST,87276,$86.14 
07266,INFLUENZA B TEST,87275,$86.14 
07267,CYCLIC CITRULLINATED PEPTIDE (CCP) IGG,86200,$57.00 
07269,"CELL CNT, SYNOVIAL NO CRYSTALS",89050,$46.00 
07270,PROTEIN ELECTROPHORESIS + INTERPRETATION,84165,$85.00 
07271,LIPID PANEL W/ LDL/HDL RATIO,80061,$128.78 
07272,"PROTEIN ELECT INTERPRETATION,24 HR URINE",84165,$84.00 
07273,"FOLATE, SERUM & RBC",,$123.00 
07274,"HIV 1 QUANTITATIVE, PCR",87536,$63.00 
07275,OXYCODONE/OXYMOROPHONE,80304,$120.00 
07283,AEROBIC ID AND SUSCEPTIBILITY,87077,$40.00 
07288,ANAEROBIC IDENTIFICATION,87076,$40.00 
07289,CRYPTOSPORIDIUM/ISOSPORA SMEAR,87015,$134.00 
07290,"VIRUS CULTURE, RAPID, VARICELLA-ZOSTER",87254,$130.00 
07291,"TESTOSTERONE FREE, DIRECT",84402,$91.00 
07292,URINE SODIUM RANDOM,84300,$20.00 
07293,"HIV 1 QUANTITATIVE, PCR(GRAPHICAL) W RFX",87536,$63.00 
07294,"C1 ESTERASE INHIBITOR, FUNCTIONAL",86161,$145.00 
07295,"B-2 GLYCOPROTEIN 1 IGA, IGG, IGM",86146,$84.00 
07296,PROTEIN C DEFICIENCY PROFILE,85302,$85.00 
07297,ANTITHROMBIN III ANTIGEN,85301,$100.00 
07298,THROMBOTIC RISK PROFILE,,"$6,191.50 "
07301,BB ABO/RH GROUPING #1,86900,$22.00 
07302,BB ABO/RH GROUPING #2,86901,$27.00 
07303,ANTIGEN TYPING CLASS 1,86905,$144.00 
07304,DIRECT ANTIGLOBULIN TEST,86880,$92.00 
07305,LISS ANTIBODY IDENTIFICATION,86870,$104.00 
07306,NEAT ANTIBODY IDENTIFICATION,86870,$104.00 
07307,HEMOGLOBIN ELECTROPHORESIS NEWBORN,83021,$71.00 
07308,"MEASLES, MUMPS, RUBELLA IMMUNITY PROFILE",86735,$44.00 
07309,NMR LIPOPROFILE,83704,$116.00 
07310,"ALPHA FETOPROTEIN, TUMOR MARKER",82105,$117.00 
07311,"GLUCAGON, PLASMA",82943,$87.00 
07312,RUBEOLA ANTIBODIES IGM,86765,$44.00 
07313,FRUCTOSAMINE,82985,$88.00 
07314,H PYLORI UREA BREATH TEST,83013,$180.00 
07315,UREA BREATH TEST COLLECTION,83014,$30.00 
07316,GC URINE NUCLEIC ACID AMPLIFICATION,87591,$57.00 
07317,CHLAMYDIA URINE NAA,87491,$57.00 
07318,FECAL REDUCING SUBSTANCES,84377,$35.00 
07319,CELIAC DISEASE COMPLETE PANEL,82784,$84.00 
07320,DENGUE FEVER AB PANEL,82784,$84.00 
07321,"IMMUNOGLOBULIN G QUANTITATIVE, SERUM",82784,$84.00 
07322,"IMMUNOGLOBULIN M QUANTITATIVE, SERUM",82784,$84.00 
07323,FACTOR VII,85240,$225.00 
07324,PETROLEUM JELLY,,$2.00 
07325,WEST NILE VIRUS SPINAL FLUID,86788,$239.00 
07326,"N-TELOPEPTIDE CROSS LINKS (NTX), URINE",82523,$181.00 
07327,"B-2 MICROGLOBULIN, SERUM",82232,$84.00 
07328,CERULOPLASMIN,82390,$74.00 
07329,METANEPHRINES FRACTIONATED PLASMA FREE,83835,$325.00 
07330,MYCOPHENOLIC ACID AND METABOLITE,80180,$60.00 
07331,LABCORP COMPREHENSIVE METABOLIC PROFILE,80053,$102.18 
07332,LABCORP BASIC METABOLIC PANEL,80048,$102.18 
07333,LABCORP PHENYTOIN,80185,$102.00 
07334,LABCORP LIPASE,83690,$30.00 
07335,LABCORP AMYLASE,82150,$30.00 
07336,LABCORP GLUCOSE,82947,$30.00 
07337,LABCORP VANCOMYCIN PEAK,80202,$30.00 
07338,LABCORP POTASSIUM,84132,$30.00 
07339,LABCORP CREATINE KINASE,82550,$30.00 
07340,LABCORP LACTATE DEHYDROGENASE,83615,$30.00 
07342,INSULIN LIKE GROWTH FACTOR 1,84305,$108.00 
07343,"COENZYME Q10, TOTAL",82542,$108.00 
07344,ANTIMULLERIAN HORMONE,83516,$181.00 
07345,AMPHETAMINE SCREEN AND CONFIRMATION,82145,$181.00 
07346,ANTIGLOMERULAR BASEMENT MEMBRANE,83520,$165.00 
07348,INSULIN-LIKE GROWTH FACTOR BINDING PRO 3,83520,$123.00 
07349,FREE T4 DIALYSIS/MASS SPECTROMETRY,84481,$55.00 
07350,"PORPHYRINS, QUANTITATIVE 24 HOUR URINE",84120,$127.00 
07351,LABCORP HEMOGLOBIN A1C,83036,$123.00 
07352,TROPONIN T,84484,$76.00 
07353,CLOSTRIDIUM DIFFICILE CULTURE,87045,$64.00 
07354,"MICROALBUMIN, RANDOM URINE",82043,$43.00 
07355,RUFINAMIDE,80201,$50.00 
07356,"HEPATITIS C VIRUS, QUALITATIVE, RNA PCR",87521,$143.00 
07357,LABCORP SEDIMENTATION RATE,85652,$50.00 
07358,"HEPATITIS C VIRUS QUANT, REAL TIME PCR",87522,$400.00 
07359,"PROTEIN S, FUNCTIONAL",85306,$542.00 
07360,ADRENAL 21-HYDROXYLASE AUTOANTIBODIES,83519,$228.00 
07361,QUANTIFERON-TB GOLD,86480,$133.29 
07362,CRYPTOSPORIDIUM DIRECT EIA,87328,$134.00 
07363,ALPHA FETOPROTEIN W AFP-L3%,82107,$117.00 
07364,LABCORP CBC WITH DIFF,85025,$50.00 
07474,DRUG TEST DEF 1-7 CLASSES,G0480,"$1,622.00 "
07475,DRUG TEST DEF 8-14 CLASSES,G0481,"$2,220.00 "
07476,DRUG TEST DEF 15-21 CLASSES,G0482,"$2,818.00 "
07477,DRUG TEST DEF 22+ CLASSES,G0483,"$3,500.00 "
07479,DRUG TEST PRSMV CHEM ANLYZR,,$631.00 
07566,PCM DIET HFP/BMB,,$60.00 
07567,PCM DIET CBC,,$40.00 
07568,"DRUGS OF ABU CONF, QUANT, OPIATES, URINE",80364,$334.00 
07569,NEISSERIA MENINGITIDIS IGG VAC RESPONSE,86741,$475.00 
07570,"PLATELET ANTIBODY PROFILE, SERUM",86022,"$1,000.00 "
07571,SODIUM 24 HOUR URINE,84300,$50.00 
07572,BODY FLUID CHLORIDE,83615,$42.62 
07573,TOPAMAX SERUM,80201,$50.00 
07574,"FECAL FAT, QUANTITATIVE",87045,$64.00 
07575,"COMPLEMENT C1Q, QUANTITATIVE",86160,$145.00 
07576,SACCHAROMYCES CEREVISIAE PROFILE,86160,$145.00 
07577,"IFE AND PROTEIN ELECT, 24 HR URINE",84165,$85.00 
07578,INFLAMMATORY BOWEL DISEASE PROFILE,86256,$940.00 
07579,HEPATITIS C QUANT WITH REFLEX GENOTYPE,87902,"$1,064.00 "
07580,"STREPTOCOCCUS CULTURE, GROUP A",87070,$109.00 
07581,"C-TELOPEPTIDE, SERUM",80197,$262.00 
07582,LIPOPROTEIN SUBFRACTIONATION  (VAP),83704,$250.00 
07583,CA 15-3 LEVEL,86301,$84.96 
07584,"HIV, DNA PCR WITH ANITIBODIES, EIA",87536,$160.00 
07585,"NORWALK VIRUS, PCR",87798,$400.00 
07586,HIGH SENSITIVITY CRP,80197,$262.00 
07587,CONGENITAL ADRENAL HYPERPLASIA,81402,$800.00 
07588,"EASTERN EQUINE ENCEPHALITIS AB, IGM",86652,$239.00 
07589,"ST LOUIS ENCEPHALITIS AB, IGM",86653,$239.00 
07590,TREPONEMA PALLIDUM ANTIBODIES (TP-PA),86780,$49.00 
07591,HEPATITIS BE ANTIBODY,86707,$73.00 
07592,CULTURE BLOOD LABCORP,87040,$100.00 
07593,"HEPATITIS B VIRUS, DNA QUANTASURE PCR",87517,$143.00 
07594,STOOL POTASSIUM,84999,$35.00 
07595,STOOL SODIUM,84302,$35.00 
07598,"AMIKACIN, SERUM TROUGH",80150,$81.24 
07600,CYSTATIN C,82610,$80.00 
07601,"OPIATE CONFIRMATION, URINE",80361,$37.16 
07602,IODINE URINE WITH CREATININE,,$120.00 
07603,VANCOMYCIN RESISTANT ENTEROCOCCUS CULT,87086,$30.00 
07604,GLUCOSE 6-PHOSPHATE DEHYDROGENASE,82955,$87.00 
07605,"LEAD STANDARD PROFILE, BLOOD",83655,$109.00 
07606,LATEX-SPECIFIC IGE,80202,$107.00 
07608,PARATHYROID HORMONE-RELATED PEPTIDE,82397,$181.00 
07609,HEPATITIS C VIRUS FIBROSURE,82172,$400.00 
07610,EKG,93005,$94.00 
07611,EKG EA ADDL AFTER 2,,$93.00 
07612,MULTI SPECT WALLMO/EF IMAGING STUDY,78452TC,"$2,791.00 "
07613,CARDIO STRESS TEST,93017XU,$583.00 
07614,HOLTER MONITOR UP TO 48 HR,93225,$237.00 
07616,MYOVIEW TECHNETIUM 1-2 UNITS STRESS TEST,A9502,$50.00 
07617,THALLIUM 1-4 UNITS STRESS TEST,A9505,$50.00 
07619,SINGLE SPECT WALLMO/EF IMAGING STUDY,78451TC59,"$1,936.00 "
07620,CARDIOLITE(TECHNETIUM)1-2UNITS-STRESS TE,A9500,$100.00 
07630,HEART SCAN,,"$1,918.00 "
07701,M MODE & 2D,,$487.00 
07702,DOPPLER STUDY,,$145.00 
07703,2 D ONLY,,$245.00 
07704,"URINALYSIS,AUTO, WO MICROSCOPY",81003,$9.00 
07705,URINALYSIS MICROSCOPIC,81015,$13.00 
07706,URINALYSIS VOLUME MSMT TIMED COLL;EACH,81050,$12.00 
07707,"BILIRUBIN,DIRECT",82248,$21.00 
07708,"FREE KAPPA AND LAMBDA LIGHT CHAINS, SER",83883,$84.00 
07709,THIOPURINE METHYLTRANSFERASE ENZYME,82542,$600.00 
07710,"BK VIRUS QUANTITATION, DNA PCR",87799,$212.14 
07711,"TRICHOMONAS VAGINALIS, NAA",87491,$57.00 
07712,"CHLAMYDIA,NEISSERIA,TRICHOMONAS NAA",87491,$267.00 
07713,CHLAMYDIA/GONOCOCCUS URINE NAA,87491,$124.00 
07714,"BK VIRUS QUANTITATION, URINE, PCR",87799,$212.14 
07715,"CYTOMEGALOVIRUS, QUANT PCR",87497,$575.00 
07716,"17-OH PROGESTERONE, SERUM, LCMS",83498,$113.00 
07717,"PANCREATIC ELASTASE, FECAL",82656,$612.00 
07718,NON HDL CHOLESTEROL PROFILE,82465,$102.18 
07719,"COPPER, URINE",82570,$160.00 
07720,MRSA SCREENING CULTURE,87081,$52.50 
07721,"FREE KAPPA AND LAMBDA LIGHT CHAINS,URINE",83883,$84.00 
07722,TISSUE TRANSGLUTAMINASE IGA,83516,$84.00 
07723,"CARNITINE, TOTAL AND FREE",82379,$84.00 
07724,T AND B LYMPHOCYTE DIFFERENTIAL PROFILE,86355,$203.00 
07725,ALDOSTERONE RENIN RATIO,82088,$512.00 
07726,DRUG SCREEN URINE (DETOX),,$160.00 
07727,PRENATAL PROFILE W HBSAG,80055,$147.00 
07733,INFLUENZA B VIRUS,87276,$34.00 
07734,INFLUENZA B VIRUS,87275,$34.00 
07735,MUMPS ANTIBODY IGM,86735,$294.00 
07736,CAFFEINE,82491,$79.00 
07737,"BUTALBITAL, SERUM",82205,$67.00 
07738,"HEPATITIS C VIRUS, NGI SUPERQUANT",87522,$142.85 
07739,"HEAVY METAL SCREEN, BLOOD",82175,$450.00 
07740,"SPECIFIC GRAVITY, BODY FLUID",87086,$30.00 
07741,MAGNESIUM URINE 24 HOUR,83735,$160.00 
07742,CITRIC ACID 24 HOUR URINE,82507,$160.00 
07743,PHOSPHORUS 24 HOUR URINE,84105,$160.00 
07744,ISOHEMAGGLUTININ TITER,86940,$53.00 
07745,DIPHTHERIA ANTITOXOID ANTIBODIES,86317,$22.00 
07746,TETANUS ANTIBODY PROFILE,86317,$44.00 
07747,FINGER STICK INR,83518,$20.00 
07748,"AMINO ACID PROFILE, QUANTITATIVE URINE",82139,$438.00 
07749,DIHYDROTESTOSTERONE (DHT),84403,$91.00 
07750,ANDROSTENEDIONE,82157,$91.00 
07751,"RABBIT FEVER, IGM AND IGG",86762,$280.00 
07752,CANCER ANTIGEN 27.29,86301,$84.96 
