CDM Item Number,Revenue Code,Service ID,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: BCBS of AL,Payer Negotiated Charge: Cigna ,Payer Negotiated Charge: Cigna Medicare Adv,Payer Negotiated Charge: Simpra Advantage Inc MCR Adv (Plan: All),Payer Negotiated Charge: Tricare ,Payer Negotiated Charge: United Healthcare,Payer Negotiated Charge: VIVA,
82490047,306,87070,RECOLLECT SPUTUM CULTURE,52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8286588,306,87430,STREP SCREEN (POL),50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8242650,306,87184,"Suseptibility, D-Zone",20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
82427941,306,87880,TFC RAPID STREP A,66,33,24.42,33,24.42,31.02,26.4,26.4,31.02,31.02,26.4,
8200013,306,87493,TOXIGENIC C DIFF,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8249021,306,87086,URINE COLONY COUNT,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
8264939,306,89055,"WBC,STOOL(LEUKO TEST)",61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
8242760,306,87210,WET PREP,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8245045,307,81002,.ICTOTEST,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
8245086,307,81002,ALBUMIN UR QUAL,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
2099000,307,99000,DRUG SCREEN COLLECTION,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
8245094,307,81002,GLUCOSE URINARY,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
8245128,307,81002,OCCULT BLOOD URINARY,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
8247462,307,81002,PH URINE,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
8280101,307,80307,RAPID URINE DRUG SCREEN,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
8245144,307,81002,SP GRAVITY,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
8281003,307,81003,URINALYSIS W/O MICRO,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
8281050,307,81050,VOLUME MEASURE,14,7,5.18,7,5.18,6.58,5.6,5.6,6.58,6.58,5.6,
8243545,309,89051,CELL CT/DIFF CSF,35,17.5,12.95,17.5,12.95,16.45,14,14,16.45,16.45,14,
8289051,309,89051,CELL CT/DIFF MISC BODY FLUID,35,17.5,12.95,17.5,12.95,16.45,14,14,16.45,16.45,14,
8244551,309,89060,CRYSTAL EXAM 4563,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
8247066,309,89051,DIFF(PATH REVIEW),32,16,11.84,16,11.84,15.04,12.8,12.8,15.04,15.04,12.8,
8288185,309,88185,FLOW CYT CELL  ADTL MARKER,40,20,14.8,20,14.8,18.8,16,16,18.8,18.8,16,
8288184,309,88184,FLOW CYT CELL 1ST MARKER,90,45,33.3,45,33.3,42.3,36,36,42.3,42.3,36,
8285007,309,85007,MANUAL BLOOD DIFFERENTIAL,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
8244600,309,89320,SEMEN ANA SPERM CT,70,35,25.9,35,25.9,32.9,28,28,32.9,32.9,28,
8264905,309,89321,SEMEN CT POST-VAS,52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8288112,309,88112,TC CYTOPATHOLOGY,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8288302,309,88302,TC LEVEL 2 PATH,40,20,14.8,20,14.8,18.8,16,16,18.8,18.8,16,
8288304,309,88304,TC LEVEL 3 PATH,40,20,14.8,20,14.8,18.8,16,16,18.8,18.8,16,
8288307,309,88307,TC LEVEL 5 PATH,101,50.5,37.37,50.5,37.37,47.47,40.4,40.4,47.47,47.47,40.4,
8288309,309,88309,TC LEVEL 6 PATH,260,130,96.2,130,96.2,122.2,104,104,122.2,122.2,104,
8288311,309,88311,TC PATH DECALCIFICATION,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
8288312,309,88112,TC SPECIAL STAIN,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8247181,310,,BONE MARROW,235,117.5,86.95,117.5,86.95,110.45,94,94,110.45,110.45,94,
828812,310,88305,TC LEVEL 4 PATH,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8288305,310,88305,TC LEVEL 4 PATH,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8288107,311,88107,TZANK SMEAR        ARL,75,37.5,27.75,37.5,27.75,35.25,30,30,35.25,35.25,30,
8288341,312,88341,EACH ADDITIONAL ANTIBODY STAIN,660,330,244.2,330,244.2,310.2,264,264,310.2,310.2,264,
8248896,312,88329,FROZ SECT CONSULT,141,70.5,52.17,70.5,52.17,66.27,56.4,56.4,66.27,66.27,56.4,
8288342,312,88342,IMMUNOHISTO EACH ANTIBODY TC,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
8264426,312,86713,LEGIONNAIERS ANTIBODY,92,46,34.04,46,34.04,43.24,36.8,36.8,43.24,43.24,36.8,
8264491,312,88342,LYSOZYME,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
8170268,320,74022,ABDOMEN ERECT & FLAT,234,117,86.58,117,86.58,109.98,93.6,93.6,109.98,109.98,93.6,
8174020,320,74021,ABDOMEN ERECT OR/AND DECUBITUS,208,104,76.96,104,76.96,97.76,83.2,83.2,97.76,97.76,83.2,
8170250,320,74018,ABDOMEN SINGLE VIEW,126,63,46.62,63,46.62,59.22,50.4,50.4,59.22,59.22,50.4,
8170490,320,73050,ACROMIOCLAVICULAR,98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
8170492,320,73050LT,ACROMIOCLAVICULAR LT,162,81,59.94,81,59.94,76.14,64.8,64.8,76.14,76.14,64.8,
8170491,320,73050RT,ACROMIOCLAVICULAR RT,162,81,59.94,81,59.94,76.14,64.8,64.8,76.14,76.14,64.8,
8170681,320,74246,AIR CONTRAST UPPER GI,268,134,99.16,134,99.16,125.96,107.2,107.2,125.96,125.96,107.2,
8174249,320,74246,AIR CONTRAST UPPER GI,351,175.5,129.87,175.5,129.87,164.97,140.4,140.4,164.97,164.97,140.4,
8170219,320,73610,ANKLE 4 VIEWS,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8170221,320,73610LT,ANKLE LT 4 VIEWS,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
8172449,320,73600LT,ANKLE LT AP & LAT,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
8170220,320,73610RT,ANKLE RT 4 VIEWS,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
8172448,320,73600RT,ANKLE RT AP & LAT,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
8172447,320,73600,ANKLE-AP & LAT,85,42.5,31.45,42.5,31.45,39.95,34,34,39.95,39.95,34,
8170137,320,23350,ARTHROGRAM,126,63,46.62,63,46.62,59.22,50.4,50.4,59.22,59.22,50.4,
8170334,320,74280,BARIUM EMEMA AIR,340,170,125.8,170,125.8,159.8,136,136,159.8,159.8,136,
8170326,320,74270,BARIUM ENEMA,270,135,99.9,135,99.9,126.9,108,108,126.9,126.9,108,
8170300,320,74220,BARIUM SWALLOW,262,131,96.94,131,96.94,123.14,104.8,104.8,123.14,123.14,104.8,
8176020,320,77072,BONE AGE STUDIES,176,88,65.12,88,65.12,82.72,70.4,70.4,82.72,82.72,70.4,
8170649,320,77074,BONE SURVEY,272,136,100.64,136,100.64,127.84,108.8,108.8,127.84,127.84,108.8,
8170779,320,19081,BREAST NEEDLE LOCALIZATION,167,83.5,61.79,83.5,61.79,78.49,66.8,66.8,78.49,78.49,66.8,
8170780,320,76098,BREAST SPECIMEN EXAM,489,244.5,180.93,244.5,180.93,229.83,195.6,195.6,229.83,229.83,195.6,
8170953,320,71060,BRONCHOGRAPHY BILAT,273,136.5,101.01,136.5,101.01,128.31,109.2,109.2,128.31,128.31,109.2,
8170946,320,71040,BRONCHOGRAPHY UNILAT,290,145,107.3,145,107.3,136.3,116,116,136.3,136.3,116,
8170185,320,72052,CERVICAL SP FLEXION,262,131,96.94,131,96.94,123.14,104.8,104.8,123.14,123.14,104.8,
8170177,320,72050,CERVICAL SPINE,229,114.5,84.73,114.5,84.73,107.63,91.6,91.6,107.63,107.63,91.6,
8170466,320,73000,CLAVICLE,96,48,35.52,48,35.52,45.12,38.4,38.4,45.12,45.12,38.4,
8170468,320,73000LT,CLAVICLE LT,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8170467,320,73000RT,CLAVICLE RT,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8172223,320,72020,C-SPINE 1 VIEW,114,57,42.18,57,42.18,53.58,45.6,45.6,53.58,53.58,45.6,
8172405,320,72040,C-SPINE AP & LAT,150,75,55.5,75,55.5,70.5,60,60,70.5,70.5,60,
8170409,320,74430,CYSTOGRAM,268,134,99.16,134,99.16,125.96,107.2,107.2,125.96,125.96,107.2,
8172215,320,73080,ELBOW 4 VIEWS,132,66,48.84,66,48.84,62.04,52.8,52.8,62.04,62.04,52.8,
8173070,320,73070,ELBOW AP & LAT,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8170516,320,73080,ELBOW COMP 3 VIEWS,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8172217,320,73080LT,ELBOW LT 4 VIEWS,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8173072,320,73070LT,ELBOW LT AP & LAT,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170518,320,73080LT,ELBOW LT COMP 3 VIEWS,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8172216,320,73080RT,ELBOW RT 4 VIEWS,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8173071,320,73070RT,ELBOW RT AP & LAT,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170517,320,73080RT,ELBOW RT COMP 3 VIEWS,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8174330,320,74330,ENDO CATH BILIARY & PANCREATIC,686,343,253.82,343,253.82,322.42,274.4,274.4,322.42,322.42,274.4,
8174328,320,74328,ENDO CATH BILIARY DUCT,686,343,253.82,343,253.82,322.42,274.4,274.4,322.42,322.42,274.4,
8174329,320,74329,ENDO CATH PANCREATIC DUCT,491,245.5,181.67,245.5,181.67,230.77,196.4,196.4,230.77,230.77,196.4,
8172389,320,72081,ENTIRE SPINE AP & LA,180,90,66.6,90,66.6,84.6,72,72,84.6,84.6,72,
8170029,320,70030,EYE DECT. FOREIGN BO,110,55,40.7,55,40.7,51.7,44,44,51.7,51.7,44,
8170052,320,70150,FACIAL BONES,202,101,74.74,101,74.74,94.94,80.8,80.8,94.94,94.94,80.8,
8170581,320,73550,FEMUR,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8173551,320,73551,FEMUR 1 VIEW,206,103,76.22,103,76.22,96.82,82.4,82.4,96.82,96.82,82.4,
8173552,320,73552,FEMUR 2 VIEWS MINIMUM,206,103,76.22,103,76.22,96.82,82.4,82.4,96.82,96.82,82.4,
8170583,320,73552,FEMUR LT,162,81,59.94,81,59.94,76.14,64.8,64.8,76.14,76.14,64.8,
8170582,320,73552,FEMUR RT,162,81,59.94,81,59.94,76.14,64.8,64.8,76.14,76.14,64.8,
8170557,320,73140,FINGERS,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
8170559,320,73140LT,FINGERS LT,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
8170558,320,73140RT,FINGERS RT,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
8171571,320,76001,FLOURO/DILATATION,226,113,83.62,113,83.62,106.22,90.4,90.4,106.22,106.22,90.4,
8171605,320,76000,FLUORO TIME X 15 MIN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
8172454,320,76001,FLUOROSCOPY/MORE 1 HR,724,362,267.88,362,267.88,340.28,289.6,289.6,340.28,340.28,289.6,
8172462,320,76000,FLUOROSCOPY/TO 1 HR,281,140.5,103.97,140.5,103.97,132.07,112.4,112.4,132.07,132.07,112.4,
8170227,320,73630,FOOT 3 VIEWS,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8173620,320,73620,FOOT AP & LAT,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8170229,320,73630LT,FOOT LT 3 VIEWS,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
8173622,320,73620LT,FOOT LT AP & LAT,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8170228,320,73630RT,FOOT RT 3 VIEWS,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
8173621,320,73620RT,FOOT RT AP & LAT,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8170524,320,73090,FOREARM AP & LAT,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8173094,320,73092LT,FOREARM INFANT LT UPPER EXT 2 VIEWS,123,61.5,45.51,61.5,45.51,57.81,49.2,49.2,57.81,57.81,49.2,
8173093,320,73092RT,FOREARM INFANT RT UPPER EXT 2 VIEWS,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8173092,320,73092,FOREARM INFANT UPPER EXT 2 VIEWS,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8170526,320,73090LT,FOREARM LT AP & LAT,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170525,320,73090RT,FOREARM RT AP & LAT,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170342,320,74290,GALLBLADDER SERIES,143,71.5,52.91,71.5,52.91,67.21,57.2,57.2,67.21,67.21,57.2,
8170680,320,74245,GI AND SM BOWEL,340,170,125.8,170,125.8,159.8,136,136,159.8,159.8,136,
8173120,320,73120,HAND 2 VIEWS,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8170540,320,73130,HAND 3 VIEWS,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8173122,320,73120LT,HAND LT 2 VIEWS,123,61.5,45.51,61.5,45.51,57.81,49.2,49.2,57.81,57.81,49.2,
8170542,320,73130LT,HAND LT 3 VIEWS,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8173121,320,73120RT,HAND RT 2 VIEWS,123,61.5,45.51,61.5,45.51,57.81,49.2,49.2,57.81,57.81,49.2,
8170541,320,73130RT,HAND RT 3 VIEWS,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8173520,320,73502,HIP - BILATERAL 2 VIEWS EACH,204,102,75.48,102,75.48,95.88,81.6,81.6,95.88,95.88,81.6,
8173501,320,73501,HIP - UNILATERAL W/PELVIS - 1 VIEW,209,104.5,77.33,104.5,77.33,98.23,83.6,83.6,98.23,98.23,83.6,
8173502,320,73502,HIP - UNILATERAL W/PELVIS - 2-3 VIEWS,209,104.5,77.33,104.5,77.33,98.23,83.6,83.6,98.23,98.23,83.6,
8173503,320,73503,HIP - UNILATERAL W/PELVIS - 4 VIEW MIN,347,173.5,128.39,173.5,128.39,163.09,138.8,138.8,163.09,163.09,138.8,
8170565,320,,HIP COMPLETE,126,63,46.62,63,46.62,59.22,50.4,50.4,59.22,59.22,50.4,
8170567,320,73501,HIP LT COMPLETE,183,91.5,67.71,91.5,67.71,86.01,73.2,73.2,86.01,86.01,73.2,
8170896,320,73530,HIP NAILING / C ARM,597,298.5,220.89,298.5,220.89,280.59,238.8,238.8,280.59,280.59,238.8,
8170566,320,73501,HIP RT COMPLETE,183,91.5,67.71,91.5,67.71,86.01,73.2,73.2,86.01,86.01,73.2,
8173521,320,73521,HIPS - BILATERAL W/PELVIS - 2VIEWS,341,170.5,126.17,170.5,126.17,160.27,136.4,136.4,160.27,160.27,136.4,
8173522,320,73522,HIPS - BILATERAL W/PELVIS - 3-4 VIEWS,341,170.5,126.17,170.5,126.17,160.27,136.4,136.4,160.27,160.27,136.4,
8173523,320,73523,HIPS - BILATERAL W/PELVIS - MIN 5 VIEWS,649,324.5,240.13,324.5,240.13,305.03,259.6,259.6,305.03,305.03,259.6,
8170508,320,73060,HUMERUS,152,76,56.24,76,56.24,71.44,60.8,60.8,71.44,71.44,60.8,
8170510,320,73060LT,HUMERUS LT,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
8170509,320,73060RT,HUMERUS RT,160,80,59.2,80,59.2,75.2,64,64,75.2,75.2,64,
8170771,320,,HYPENTENSIVE IVP,473,236.5,175.01,236.5,175.01,222.31,189.2,189.2,222.31,222.31,189.2,
8170870,320,70134,IACS,129,64.5,47.73,64.5,47.73,60.63,51.6,51.6,60.63,60.63,51.6,
8170872,320,70134LT,IACS LT,136,68,50.32,68,50.32,63.92,54.4,54.4,63.92,63.92,54.4,
8170871,320,70134RT,IACS RT,136,68,50.32,68,50.32,63.92,54.4,54.4,63.92,63.92,54.4,
8172371,320,71090,INSERT PACEMAKER/FLU,341,170.5,126.17,170.5,126.17,160.27,136.4,136.4,160.27,160.27,136.4,
8170367,320,,INTRAVENOUS CHOLANGI,489,244.5,180.93,244.5,180.93,229.83,195.6,195.6,229.83,229.83,195.6,
8170391,320,74400,IVP UROGRAPHY,372,186,137.64,186,137.64,174.84,148.8,148.8,174.84,174.84,148.8,
8172678,320,74400,IVP UROGRAPHY W/NON IONIC,251,125.5,92.87,125.5,92.87,117.97,100.4,100.4,117.97,117.97,100.4,
8173560,320,73560,KNEE 1-2 VIEWS,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
8170599,320,73562,KNEE 3 VIEWS,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8173564,320,73564,KNEE COMP 4 VIEWS,116,58,42.92,58,42.92,54.52,46.4,46.4,54.52,54.52,46.4,
8173562,320,73560LT,KNEE LT 1-2 VIEWS,137,68.5,50.69,68.5,50.69,64.39,54.8,54.8,64.39,64.39,54.8,
8170601,320,73562LT,KNEE LT 3 VIEWS,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
8173566,320,73564LT,KNEE LT COMP 4 VIEWS,197,98.5,72.89,98.5,72.89,92.59,78.8,78.8,92.59,92.59,78.8,
8173561,320,73560RT,KNEE RT 1-2 VIEWS,137,68.5,50.69,68.5,50.69,64.39,54.8,54.8,64.39,64.39,54.8,
8170600,320,73562RT,KNEE RT 3 VIEWS,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
8173565,320,73564RT,KNEE RT COMP 4 VIEWS,197,98.5,72.89,98.5,72.89,92.59,78.8,78.8,92.59,92.59,78.8,
8170375,320,74018,KUB,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8170755,320,74018,KUB FOR FETAL AGE,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8170383,320,74019,KUB MULTIPLE VIEWS,157,78.5,58.09,78.5,58.09,73.79,62.8,62.8,73.79,73.79,62.8,
8172470,320,76010,KUB/FB/CHILD,357,178.5,132.09,178.5,132.09,167.79,142.8,142.8,167.79,167.79,142.8,
8173020,320,73020,LT SHOULDER 1 VIEW,85,42.5,31.45,42.5,31.45,39.95,34,34,39.95,39.95,34,
8172421,320,72100,LUMBAR AP & LAT,192,96,71.04,96,71.04,90.24,76.8,76.8,90.24,90.24,76.8,
8170201,320,72110,LUMBAR AP & LAT COMP & OBLIQUE,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
8172114,320,72114,LUMBAR AP & LAT COMP BENDING VIEW,347,173.5,128.39,173.5,128.39,163.09,138.8,138.8,163.09,163.09,138.8,
8170120,320,70120,MANDIBLE 1-2 VIEWS/SIDE,85,42.5,31.45,42.5,31.45,39.95,34,34,39.95,39.95,34,
8170100,320,70100,MANDIBLE 1-3 VIEWS,81,40.5,29.97,40.5,29.97,38.07,32.4,32.4,38.07,38.07,32.4,
8170037,320,70110,MANDIBLE COMPLETE 4 VIEWS,92,46,34.04,46,34.04,43.24,36.8,36.8,43.24,43.24,36.8,
8170122,320,70120LT,MANDIBLE LT 1-2 VIEWS/SIDE,143,71.5,52.91,71.5,52.91,67.21,57.2,57.2,67.21,67.21,57.2,
8170099,320,70100LT,MANDIBLE LT 1-3 VIEWS,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170039,320,70110LT,MANDIBLE LT 4 VIEWS,202,101,74.74,101,74.74,94.94,80.8,80.8,94.94,94.94,80.8,
7170121,320,70120RT,MANDIBLE RT 1-2 VIEWS/SIDE,142,71,52.54,71,52.54,66.74,56.8,56.8,66.74,66.74,56.8,
8170121,320,70120RT,MANDIBLE RT 1-2 VIEWS/SIDE,143,71.5,52.91,71.5,52.91,67.21,57.2,57.2,67.21,67.21,57.2,
8170101,320,70100RT,MANDIBLE RT 1-3 VIEWS,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170038,320,70110RT,MANDIBLE RT 4 VIEWS,202,101,74.74,101,74.74,94.94,80.8,80.8,94.94,94.94,80.8,
8170045,320,70130,MASTOIDS COMPLETE 3 VIEWS/SIDE,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8170047,320,70130LT,MASTOIDS LT 3 VIEWS/SIDE,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8170046,320,70130RT,MASTOIDS RT 3 VIEWS/SIDE,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8171399,320,70140,MAXILLARY,115,57.5,42.55,57.5,42.55,54.05,46,46,54.05,54.05,46,
81711401,320,70140LT,MAXILLARY LT,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8171400,320,70140RT,MAXILLARY RT,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8172355,320,77074,METASTATIC BONE SURV,429,214.5,158.73,214.5,158.73,201.63,171.6,171.6,201.63,201.63,171.6,
8170301,320,74230,MODIFIED BARIUM SWALLOW,185,92.5,68.45,92.5,68.45,86.95,74,74,86.95,86.95,74,
8170060,320,70160,NASAL BONES,123,61.5,45.51,61.5,45.51,57.81,49.2,49.2,57.81,57.81,49.2,
8172264,320,70360,NECK-SOFT TISSUE,126,63,46.62,63,46.62,59.22,50.4,50.4,59.22,59.22,50.4,
8171407,320,74300,OP CHOLANGIOGRAM,356,178,131.72,178,131.72,167.32,142.4,142.4,167.32,167.32,142.4,
8170078,320,70190,OPTIC FORAMINA,102,51,37.74,51,37.74,47.94,40.8,40.8,47.94,47.94,40.8,
8170080,320,70190LT,OPTIC FORAMINA LT,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8170079,320,70190RT,OPTIC FORAMINA RT,107,53.5,39.59,53.5,39.59,50.29,42.8,42.8,50.29,50.29,42.8,
8170011,320,70200,ORBIT,129,64.5,47.73,64.5,47.73,60.63,51.6,51.6,60.63,60.63,51.6,
8170112,320,70200LT,ORBIT LT,179,89.5,66.23,89.5,66.23,84.13,71.6,71.6,84.13,84.13,71.6,
8170111,320,70200RT,ORBIT RT,179,89.5,66.23,89.5,66.23,84.13,71.6,71.6,84.13,84.13,71.6,
8170235,320,73650,OSCALCIS,87,43.5,32.19,43.5,32.19,40.89,34.8,34.8,40.89,40.89,34.8,
8170237,320,73650LT,OSCALCIS LT,141,70.5,52.17,70.5,52.17,66.27,56.4,56.4,66.27,66.27,56.4,
8170236,320,73650,OSCALCIS RT,141,70.5,52.17,70.5,52.17,66.27,56.4,56.4,66.27,66.27,56.4,
8171308,320,71090,PACEMAKER X-RAY,356,178,131.72,178,131.72,167.32,142.4,142.4,167.32,167.32,142.4,
8170210,320,70210,PARANASAL SINUSES 1-2 VIEWS,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8170086,320,70220,PARANASAL SINUSES COMPLETE,179,89.5,66.23,89.5,66.23,84.13,71.6,71.6,84.13,84.13,71.6,
8170615,320,74710,PELVIMETRY,124,62,45.88,62,45.88,58.28,49.6,49.6,58.28,58.28,49.6,
8173540,320,73522,"PELVIS & HIPS INFANT,CHILD",167,83.5,61.79,83.5,61.79,78.49,66.8,66.8,78.49,78.49,66.8,
8170425,320,72170,PELVIS SINGLE VIEW,151,75.5,55.87,75.5,55.87,70.97,60.4,60.4,70.97,70.97,60.4,
8170441,320,72190,PELVIS WITH OBLIQUE,208,104,76.96,104,76.96,97.76,83.2,83.2,97.76,97.76,83.2,
8171316,320,,PORT. X-RAY IN SURGU,103,51.5,38.11,51.5,38.11,48.41,41.2,41.2,48.41,48.41,41.2,
8170797,320,,PORTABLE X-RAY,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
8172660,320,,RADIOLOGY READING,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
8171340,320,74420,RETROGRADE PYLEGRAM,252,126,93.24,126,93.24,118.44,100.8,100.8,118.44,118.44,100.8,
8171597,320,71110,RIBS - BILATERAL 3 VIEWS,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8171598,320,71110,RIBS 3 VIEWS BILATERAL,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8171599,320,71110,RIBS 3 VIEWS BILATERAL,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
8171110,320,71111,RIBS BILAT/WITH CHEST,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
8171108,320,71111,RIBS BILAT/WITH CHEST,332,166,122.84,166,122.84,156.04,132.8,132.8,156.04,156.04,132.8,
8171109,320,71111,RIBS BILAT/WITH CHEST,332,166,122.84,166,122.84,156.04,132.8,132.8,156.04,156.04,132.8,
8170146,320,71100LT,RIBS LT 3 VIEWS UNILATERIAL,168,84,62.16,84,62.16,78.96,67.2,67.2,78.96,78.96,67.2,
8171103,320,71101LT,RIBS LT UNILATERAL INCLUDING CHEST,204,102,75.48,102,75.48,95.88,81.6,81.6,95.88,95.88,81.6,
8170145,320,71100RT,RIBS RT 3 VIEWS UNILATERIAL,168,84,62.16,84,62.16,78.96,67.2,67.2,78.96,78.96,67.2,
8171102,320,71101RT,RIBS RT UNILATERAL INCLUDING CHEST,204,102,75.48,102,75.48,95.88,81.6,81.6,95.88,95.88,81.6,
