CLAY COUNTY HOSPITAL,,,
CHARGEMASTER,,,
,,,
DESCRIPTION,CPT CD,CHARGE,
FLUIDS KCL 10MEQ/D5 1/2 NS 1000ML  UD,,110,
FLUIDS KCL 10MEQ/D5NS 1000ML PREDEFINED,,95,
FLUIDS KCL 10MEQ/NS 1/2 1000ML PREDEFINE,,95,
FLUIDS KCL 10MEQ/NS 1000ML PREDEFINED,,95,
FLUIDS KCL 10mEq/NS 100ML BOLUS,,95,
FLUIDS KCL 20MEQ / D5W 1000ML PREDEFINED,,95,
FLUIDS KCL 20MEQ/ D5LR 1000ML PREDEFINED,,95,
FLUIDS KCL 20MEQ/D5 1/2 NS 1000ML UD,,110,
FLUIDS KCL 20MEQ/D5NS 1000ML UD,,110,
FLUIDS KCL 20MEQ/NS 1/2 1000ML PREDEFIN,,95,
FLUIDS KCL 20MEQ/NS 1000ML UD,,110,
FLUIDS KCL 20mEq/NS 250ML BOLUS,,95,
FLUIDS KCL 30MEQ/ D5LR 1000ML PREDEFINED,,95,
FLUIDS KCL 30MEQ/D5 1/2 NS 1000ML UD,,110,
FLUIDS KCL 30MEQ/D5NS 1000ML PREDEFINED,,95,
FLUIDS KCL 30MEQ/NS 1/2 1000ML PREDEFIN,,95,
FLUIDS KCL 30MEQ/NS 1000ML PREDEFINED,,95,
FLUIDS KCL 40MEQ / D5W 1000ML PREDEFINED,,95,
FLUIDS KCL 40MEQ/D5 1/2 NS 1000ML UD,,110,
FLUIDS KCL 40MEQ/D5NS 1000ML UD,,110,
FLUIDS KCL 40MEQ/NS 1/2 1000ML PREDEFIN,,95,
FLUIDS KCL 40MEQ/NS 1/2 500ML PREDEFINED,,95,
FLUIDS KCL 40MEQ/NS 1000ML UD,,110,
FLUIDS KCL 40mEq/NS 500ML BOLUS,,95,
FLUIDS KCL 60MEQ/D5 1/2 NS 1000ML PREDEF,,95,
FLUIDS KCL 60MEQ/NS 1/2 1000ML PREDEFINE,,95,
FLUIDS KCL 60MEQ/NS 1000ML PREDEFINED,,95,
FLUIDS LR 1000 ML   UD,,85,
FLUIDS NS 1/2 1000 ML UD,J7030,85,
FLUIDS NS 1/2 500 ML KIT,J7030,56,
FLUIDS NS 1000 ML UD,J7030,85,
FLUIDS NS 250ML / KCL 20mEq BOLUS,,95,
FLUIDS NS 500 ML  UD,J7040,60,
FLUOCINOLONE 0.01% TOP SCALP OIL CH1,,414,
FLUOCINOLONE ACETONIDE CR 0.025%   CH/GM,,4.3,
FLUOCINONIDE {LIDEX} CR 0.05% CH/GM,,6.81,
FLUOCINONIDE CREAM 15GM 0.05% {LIDEX},,7,
FLUOCINONIDE OINT 0.05% 60GM,,0.33,
FLUOCINONIDE TOP SOLN *0.05%* 60ML LIDEX,,5.53,
FLUOCINONIDE TOP SOLN 0.01% 60ML {LIDEX},,0.67,
FLUOR STRIPS {FUL- GLO},,6,
FLUORESCEIN SODIUM 25% VIAL   2ML,,25,
FLUOROURACIL{EFUDEX 5%} CREAM 40GM CH/GM,,12.38,
FLUOROURACIL{EFUDEX 5%} TOPICAL SOL,,187,
FLUoxetine (PROZAC) 40MG CAPSULE,,6,
FLUoxetine {PROZAC} CAP   10MG,,6,
FLUoxetine {PROZAC} CAP   20MG  UD,,7,
FLUoxetine {PROZAC} CAP :   20MG,,7,
FLUPHENAZINE (PROLIXIN) 2.5MG TAB,,13.2,
FLUPHENAZINE 1MG (PROLIXIN) TAB,,4,
FLUPHENAZINE 5MG TAB,,17.25,
FLUSH (NaCl) VIAL 20ML,,20,
FLUSH {NaCl} 10ML SYRINGE UD,,10,
FLUTICASONE CREAM 0.05% 30GM CH/GM,,1.78,
FLUTICASONE CREAM 0.05% CH/GM 60GM,,0.35,
FLUTICASONE NASAL SPRAY (Flonase) UD,,15,
FLUTTER VALVE,G0237,123,
FLUTTER VALVE EXERCISES,G0237,95,
FLUTTER VALVE EXERCISES,G0237,95,
FLUTTER VALVE/RT THERAPY 15 MIN,G0237,215,
FLUVASTATIN CAP 40MG,,9,
FLUVIRIN  SYRINGE  AGE 4 & >,90656,40,
FLUZONE HIGH DOSE 0.5ML  65 YRS & OLDER,90662,110,
FLUZONE QUAD  AGES 6 Mths - 3 yrs ONLY,90687,40,
FNA 1ST LESION W/US GUIDEANCE,28160,1535,
FNA BIOPSY W/ULTRASOUND,10005,1534,
FOCALIN 5MG TAB,,4,
FOCALIN XR 10MG CAPULE,,23.25,
FOCALIN XR 20MG CAP,,6,
FOCALIN XR 20MG CAPSULE,,11,
FOLBEE TAB 2.5MG/25MG/1MG,,6,
FOLGARD RX 2.2MG/25/1MG (TL GARD RX),,6,
FOLIC ACID 5MG/ML INJ,,25,
FOLIC ACID TAB  1MG  U/D,,6,
FOLIC ACID TAB  800mcg,,6,
"FOLINIC-PLUS TAB (VIT B6, B9,B12)",,6,
FORADIL AEROLIZER 12mcg {PER CAP},,7,
FORCEP BIOPSY HOT 000854,,135,
FORCEP BIOPSY OPTIBITE,,135,
"FORCEP CAPTURA DISPOSABLE SPIKED,230CM",,135,
FORMULATION R OINT {PREPARATION H} CH/OZ,,3.5,
FORTEO INJ 20mcg/DOSE 2.4ML PEN CH1,,9628,
FORTICAL NASAL SPRAY CH/ML,,33.3,
FOSINOPRIL (MONOPRIL)  40MG TAB,,4,
FOSINOPRIL (MONOPRIL) TAB 20MG,,6,
FOSINOPRIL {MONOPRIL} TAB   10MG UD,,6,
FOSINOPRIL-HCT 10/12.5MG (MONOPRIL-HCT),,6,
FOSINOPRIL-HCT 20/12.5MG (MONOPRIL-HCT),,6,
FOSPHENYTOIN  {Cerebyx}  INJ 100MG/2ML,,50,
FOSTEUM,,6,
FREESTYLE TEST STRIPS : BOX 50 CH/STRIP,,6,
FREESTYLE TEST STRIPS LIT : BX 100 CH/ST,,6,
FRESH KOTE EYE DROPS CH/ML,,4.75,
FUROSEMIDE {LASIX} INJ   20MG/2ML UD,J1940,26,
FUROSEMIDE {LASIX} INJ  40MG/4ML UD,J1940,30,
FUROSEMIDE {LASIX} INJ : 80MG/8ML UD,J1940,26,
FUROSEMIDE {LASIX} INJ :10MG/ML 100MG UD,J1940,26,
FUROSEMIDE {LASIX} TAB  80MG,,6,
FUROSEMIDE {LASIX} TAB : 20MG  U/D,,4,
FUROSEMIDE {LASIX} TAB 20MG  U/D,,6,
FUROSEMIDE {LASIX} TAB 40MG,,6,
FUROSEMIDE {LASIX} TAB 40MG UD,,6,
FUROSEMIDE {LASIX} TAB 80MG UD,,6,
FUROSEMIDE LIQ 40MG/5ML {NH} CH PER ML,,0.25,
FUROSEMIDE ORAL SOL 10MG/ML  CH/ML,,0.23,
FUROSEMIDE ORAL SOLN 40MG/5ML,,0.95,
FUSION PLUS (IRON) CAPSULE,,6,
FUTURO THUMB STABILZER,,27,
GabaPENTIN {NEURONTIN} CAP 100MG UD,,6,
GABAPENTIN {NEURONTIN} CAP 300MG UD,,6,
GABAPENTIN {NEURONTIN} CAP 400MG UD,,6,
GABAPENTIN {NEURONTIN} TAB 600MG UD,,6,
GAIT TRAINING I EA 15 MINUTES,97116GP,77,
GAIT TRAINING I EA 15 MINUTES,97116GP,77,
GALANTAMINE (RAZADYNE) 8MG TAB,,4.5,
GALANTAMINE 4MG TAB (RAZADYNE),,4,
GALANTAMINE ER 16MG CAP,,6,
GALANTAMINE ER 24MG CAP,,11,
GARDASIL VACCINE   INJ ADULT,90732,210,
GARLIC  1000MG,,6,
GARLIC  ALLERGEN   ID 152719,86003,50,
GASTRECTOMY W/GASTROJEJUNOSTOMY,43632,3812,
GASTRORRHAPY SUTURE PERFORATED DUO ULCER,43840,2316,
GATIFLOXACIN OPTH SOLU 0.5% CH/ML 2.5ML,,90.57,
GAUZE VASELINE 3X9,,4,
GAVISCON CHEWABLE TAB,,6,
GELFOAM SPG,,32,
GELFOAM SPONGE 12-7 MM,,12,
GEMFIBROZIL {LOPID} TAB   600MG,,6,
GENTAMICIN 100MG IV  *PREDEFINED*,,83,
GENTAMICIN 40MG IV  *PREDEFINED*,,111,
GENTAMICIN 45MG IV  *PREDEFINED*,,111,
GENTAMICIN 50MG IV  *PREDEFINED*,,111,
GENTAMICIN 55MG IV  *PREDEFINED*,,111,
GENTAMICIN 60MG IV  *PREDEFINED*,,111,
GENTAMICIN 65MG IV  *PREDEFINED*,,111,
GENTAMICIN 70MG IV  *PREDEFINED*,,111,
GENTAMICIN 80MG IV  *PREDEFINED*,,111,
GENTAMICIN INJ :  80MG/2ML,,68,
GENTAMICIN IV PREMIX 100MG/50ML NS,J1580,83,
GENTAMICIN IV PREMIX 120MG/100ML NS,J1580,83,
GENTAMICIN IV PREMIX 60MG/50ML NS,J1580,69,
GENTAMICIN IV PREMIX 80MG/100ML NS,,25,
GENTAMICIN OINT TOPICAL 15GM  CH/GM,,2.1,
GENTAMICIN OPTH SOLN   5ML CH/ML,,8.7,
GENTEAL GEL    3.5ML CH/ML,,4,
GENTEAL GEL 0.3% 10GM TUBE CH 1,,18.75,
GENTEAL LUBRICANT PM  EYE OINT  CH1,,20,
GENTIAN VIOLET 1% TOPICAL SOLN PER ML,,0.45,
GEODON 20MG/ML INJECTION UD,J3486,147,
GEODON 40MG CAP,,20,
GERAVIM VITAMIN LIQUID CH/ML,,0.2,
GINKGO BILOBA  60MG,,4,
GLIMEPIRIDE  (Amaryl) TAB  4MG UD,,6,
GLIMEPIRIDE (Amaryl) TAB  2MG UD,,6,
GLIMEPIRIDE 1MG (Amaryl),,6,
glipiZIDE {GLUCOTROL} TAB   10MG,,6,
glipiZIDE {GLUCOTROL} TAB   5MG,,6,
glipiZIDE {GLUCOTROL} TAB   5MG  UD,,6,
glipiZIDE XL TAB   2.5MG,,6,
glipiZIDE XL TAB  10MG UD,,6,
glipiZIDE XL TAB  5MG UD,,4,
GLOVE RADON PROTECTIVE 6.5,,130,
GLOVE SENSICARE 12  6.5,,7,
GLU BEDSIDE-REPEAT SAME DAY   ID 152114,82962,53,
GLUCAGON 1MG INJ,J1610,550,
GLUCERNA 1.0 CAL 62671,,10,
GLUCOMETER BATTERY 2450,,4,
GLUCOPHAGE 1000MG (NAMEBRAND),,7,
GLUCOSAMINE/CHRONDROITIN,,6,
GLUCOSE INSTANT,,26,
GLUCOSE TOLERANCE (2 HOUR)   ID 152626,82951,87,
GLUTEN  ALLERGEN   ID 152710,86003,50,
glyBURIDE (MICRONASE) TAB 5MG UD,,6,
glyBURIDE 2.5MG,,6,
GlyBURIDE/METFORMIN 2.5MG/500MG (GLUCOVA,,6,
glyBURIDE/METFORMIN 5/500 (GLUCOVANCE UD,,6,
GLYCINE IRRIGATION SOLN-3000CC KIT UD,,85,
GLYCOLAX {MIRALAX} POWDER 510GM CH/BT,,47,
GM-1 ANTIBODY PANEL   ID 152670,83520,287,
GM-1 IGM ANTIBODY   ID 152671,8352091,287,
GOLD BOND DIABETIC LOTION,,17.83,
GOLD BOND LOTION    CH/GM,,0.04,
GOLD BOND MEDICATED POWDER 10OZ CH1,,16,
GOLYTELY PREP (COLONOSCOPE/BE)4L/LT,,42,
GOWN ISOLATION,,20,
GOWNS DISP. NON24356,,19,
GRAFT SPLIT SKIN ADD ON,15101,3446,
GRANULEX SPRAY CH PER GM,,0.3,
GRAPE  ALLERGEN   ID 152709,86003,50,
GRASPER 4-PRONG,,480,
GRISEOFULVIN {GRISPEG} 500MG TAB,,16.5,
GTT EA AD SPEC. RPT SAME DAY   ID 152151,82952,23,
GTT EA ADD SPECIMENT   ID 152089,82952,13,
guaiFENesin DM LIQ 10ML   UNIT-DOSE,,4,
guaiFENesin LIQ 10ML  UNIT-DOSE,,4,
guanFACINE {TENEX} TAB  1MG,,6,
guanFACINE {TENEX} TAB  2MG,,6,
guanFACINE ER (INTUNIV) 1MG TAB,,6,
GYNAZOLE-1 VAG CREAM 2%,,6,
"HAIR, SKIN, & NAILS CAPLETS",,6,
HALOBETASOL {ULTRAVATE} CR  0.05%  15GM,,8.78,
HALOBETASOL PROPION CR 0.05% 50GM.,,8.73,
HALOPERIDOL {HALDOL} TAB   1MG UD,,6,
HALOPERIDOL 5MG TAB,,6,
HALOPERIDOL INJ 5MG/ML 1ML VIAL,J1630,26,
HALOPERIDOL ORAL SOLN CONC 2MG/ML CH/ML,,0.15,
HAND HELD NEBULIZER,94640,436,
HAND HELD-1.25MG ALBUTEROL,94640,436,
HANDLE VITAL LIGHT  3950,,54,
HANDLE VITAL LIGHT  3950,,63,
HANDPIECE IMPACT    LF4200,,2079,
HANDPIECE TRIVERSE   FT3000,,131,
HARVEST CULTURED SKIN GRAFT,15040,538,
HAVING HI-CHOLESTEROL,,3,
HCTZ 25 MG TAB  HYDROCHLOROTHIAZIDE,,6,
HCTZ 50 MG TAB HYDROCHLOROTHIAZIDE  U/D,,6,
HEALON 5   (0.6ML)  31660,,155,
HEALTH SMART BLOOD PRESSURE MONITOR,,51,
HEMICOLECTOMY W/COLOSTOMY,44143,11591,
HEMOCCULT SLIDES,,5,
HEMOCYTE-F TAB {FE SULF 324mg-folic 1mg},,4,
HEMORRHOIDAL HC {ANUSOL} SUPP  25MG UD,,25,
HEMORRHOIDECTOMY BY SIMPLE LIGATURE,46221,1364,
HEMORRHOIDECTOMY INT & EXT SIMPLE,46255,3573,
"HEMORRHOIDECTOMY, I&E, COMPLEX",46260,3573,
"HEMORRHOIDECTOMY, LIGATION 2+GRPS",46946,4074,
"HEMORRHOIDECTOMY,I&E,SIMPLE/WFISSURECTOM",46257,3595,
HEMORRHOIDECTOMY-COMPLEX W/FISSURECTOMY,46261,3620,
HepaGam  B {HEP B IMMUNE GLOBULIN} 1ML,90371,270,
"HEPARIN   10,000 UN VIAL",J1644,22,
HEPARIN   5000 UN VIAL,J1644,35,
HEPARIN (RTU) 25000UN/1/2NS (100UN/ML),J1644,75,
HEPARIN {MEDIPORT}  FLUSH 100U/ML 1ML UD,J1642,10,
HEPARIN INDUCED PLATELET AB.   ID 152618,86022,427,
HEPARIN LOCK FLUSH 100un/ML (10ML SYRING,,22,
HEPARIN LOCK FLUSH 100un/ML {5ml vial},,4,
HEPARIN LOCK FLUSH 10U/ML {5ml syr},,51,
HEPARIN LOCK FLUSH 10UN/ML 5M {MEDIPORT},J1642,4,
HEPATITIS A VACCINE - 1ML ADULT DOSE,90744,75,
HEPATITIS ENGERIX-B (PED) 10MQ/.5ML,90744,82,
HERNIA AID (FUTURO),,36,
HETASTARCH 6%  IN 0.9% NS 500ML,,56,
HGB-REPEAT SAME DAY   ID 152144,85018,44,
HIBICLENS  : 32OZ BOTTLE  NH STOCK CH/BT,,29,
HIBICLENS (CHLORHEXIDINE) 8OZ  UD CH1,,17,
HIBICLENS CH/BT  4OZ  UD,,16,
HOLD ROOM AS PRIVATE (DAILY),,27,
HOLDER COLLAR TRACH,,8,
HOLDER DALE TRACH TUBE,,10,
HOLDER ET TUBE 499-0495,,13,
HOSE TED KNEE HIGH LG 7203,,28,
HOSE TED KNEE HIGH MED 7115,,28,
HOSE TED KNEE HIGH SM 7071,,28,
HOSE TED KNEE HIGH XL 7604,,28,
HOSE TED LG LONG,,28,
HOSE TED LG REG.,,28,
HOSE TED MED LONG,,28,
HOSE TED MED SHORT,,28,
HOSE TED SM LONG,,28,
HOSE TED XLG SHORT,,28,
"HSV TYPE 1 SPECIFIC, IGG   ID 152163",88313,36,
"HSV/PCR, CSF   ID 6993",83898,561,
HUMALOG  3ML BTL,,48,
HUMALOG {SLIDING SCALE},J1815,30,
HUMALOG 100UN/ML  BTL INJ,J1815,151,
HUMALOG MIX 75/25 BTL,J1815,151,
HUMALOG VIAL 100UN/ML,J1815,125,
"HUMAN GRAN. EHRLICHIOSIS,IGM   ID 152667",8666691,297,
"HUMAN MONO. EHRLICHIOSIS, IGG   ID 15266",8666691,297,
"HUMAN MONO. EHRLICHIOSIS,IGM   ID 152669",8666691,297,
HUMIDIFIERS BUBBLE   3230,,6,
HUMULIN 50/50 INJ BTL,J1815,40,
HUMULIN 70/30  3ML BTL,,22,
HUMULIN 70/30 *KWIK PEN* 100UN/ML CH/ML,,10,
HUMULIN 70/30 INJ BTL,J1815,40.1,
HUMULIN N  3ML BTL,,22,
HUMULIN N 10CC VIAL {PER ML}  .,J1815,3.47,
HUMULIN N INJECTION,J1815,40.1,
HUMULIN R  3ML BTL,,22,
HUMULIN R {SLIDING SCALE} UD,,30,
HUMULIN R INSULIN  INJ BTL,J1815,40.1,
HUMULIN R VIAL PER ML {NURSING HOME} .,J1815,5.2,
HUMULIN-N INSULIN VIAL,,29,
hydrALAZINE (APRESOLINE) TAB   25MG UD,,6,
hydrALAZINE {APRESOLINE} INJ : 20MG/ML 1,J0360,40,
hydrALAZINE {APRESOLINE} TAB   10MG UD,,6,
hydrALAZINE {APRESOLINE} TAB  50MG UD,,6,
hydrALAZINE TAB (APRESOLINE) 100MG,,6,
HYDROCHLOROTHIAZIDE {HCTZ} TAB 25MG UD,,6,
HYDROCHLOROTHIAZIDE CAP : 12.5MG,,6,
HYDROCHLOROTHIAZIDE TAB  12.5MG UD,,6,
HYDROcod/ACET LIQ 2.5-108MG/5ML CH/ML,,1,
HYDROcod/ACET LIQ 2.5MG-108MG/5ML CH/ML,,4.5,
HYDROcodone/ACET TAB 10/325 (NORCO) UD,,6,
HYDROcodone/ACET TAB 5/325 (NORCO) UD,,6,
HYDROcodone/ACET TAB 7.5/325 (NORCO) UD,,8,
HYDROCORTISONE {CORTEF} TAB 10MG UD,,6,
HYDROCORTISONE {CORTEF} TAB 20MG UD,,6,
HYDROCORTISONE 0.1% SOLN 60ML (CH/ML),,0.67,
HYDROCORTISONE CREAM 1%   30GM  CH/GM,,0.3,
HYDROCORTISONE CREAM 1% 16OZ,,45,
HYDROCORTISONE CREAM 2.5%   CH/GM,,0.66,
HYDROCORTISONE LOTION 1% CH/ML,,0.2,
HYDROCORTISONE OINT 2.5%,,0.55,
HYDROGEL TUBE 1 OZ,,4,
HYDROMET  SYRUP  {CH/CC},,0.35,
HYDROmorphone (DILAUDID) TAB : 2MG,,7,
HYDROmorphone (DILAUDID) TAB : 4MG  UD,,7,
HYDROmorphone {DILAUDID} INJ  2MG  UD,J1170,22,
HYDROmorphone {DILAUDID} INJ  4MG   UD,J1170,22,
HYDROmorphone {DILAUDID-HP} 10MG/ML 50ML,,170,
HYDROmorphone HP {DILAUDID} 10MG/ML  5ML,,26,
HYDROmorphone INJ  1MG  UD,J1170,28,
HYDROmorphone TAB 8MG,,8,
HYDROquinone 4%  CH/GM 30,,6.68,
HYDROXYZINE (VISTARIL) 50MG/ML  2ML *IM*,J3410,32,
HydrOXYzine {VISTARIL} INJ   100MG/2ML,J3410,21,
hydrOXYzine HCL 10MG TAB  {ATARAX},,6,
hydrOXYzine HCL 25MG TAB  {ATARAX} UD,,6,
hydrOXYzine PAMOATE (VISTARIL)  50MG UD,,6,
HydrOXYzine PAMOATE 25MG {VISTARIL}  UD,,6,
hydrOXYzine SYRUP 10mg/5ml {ATARAX} /ML,,0.2,
HYLAND'S BABY TEETHING TABLETS,,6,
HYOSCYAMINE ER TAB 0.375MG,,4,
HYPERAB (RABIES IMM GLOB) 2ML VIAL,90375,5145.5,
HYPO-TEARS EYE DROPS CH/ML,,1.41,
HYSTERECTOMY-TOTAL ABDML-W/WO BSO,58150,3859,
HYSTEROSCOPY DIAGNOSTIC,58555,6254,
HYSTEROSCOPY W/BIOPSY W/WO D&C,58558,6380,
HYSTEROSCOPY W/D&C W/ABLATION,58563,10923,
"HYSTEROSCOPY, SURGICAL W LYSIS OF INTRAU",58559,10923,
HYZAAR  TAB   50MG/12.5MG,,6,
I & D PERIRECTAL ABSCESS,46040,3415,
I & D PILONIDAL CYST SIMPLE,10080,1386,
I & D SIMPLE,10060,380,
I & D/PERIRECTAL ABSCESS,46040,4305,
I&D ABSCESS - SIMPLE,10060,380,
I&D ABSCESS SIMPLE,10060,363,
I&D ABSCESS SIMPLE,10060,363,
I&D ABSCESS-EXTERNAL EAR,69000,278,
I&D BARTHOLIN'S GLAND ABSCESS,56420,318,
"I&D EPIDIDMYIS,TESTIS,& OR SCROTL HEMATO",54700,1034,
I&D KNEE BURSA,27301,2371,
I&D LEG/ANKLE DEEP ABSCESS/HEMATOMA,27603,5009,
I&D OF HEMATOMA,10140,1724,
I&D PERANAL ABSCESS SUPERFICIAL,46050,750,
I&D PERIANAL ABSCESS,46050,1638,
I&D PERINEAL OR VULVA ABSCESS,56405,1386,
I&D PERIRECTAL OR  ISCHIAL ABSCESS,46040,4510,
I&D PILONIDAL CYST; SIMPLE,10080,994,
I&D POST OP WOUND,10180,3573,
I&D POST OP WOUND INFECTION,10180,4014,
I&D SCROTAL WALL ABSCESS,55100,1978,
I&D VULVA OR PERINEAL ABSCESS,56405,693,
I&D VULVA/PERINEAL ABSCESS,56405,226,
"I&D, EPIDIMYSIS TESTES, & SCROTUM",54700,3507,
I.V. PREP,,4,
IB GARD 90MG CAP FOR IRRITABLE BOWEL,,6,
IBANDRONATE (BONIVA) 150MG MONTHLY TAB,,42,
IBUDONE 5MG/200MG  {HYDROCODONE/IBU},,7,
IBUPROFEN {ADVIL} TAB   200MG UD,,6,
IBUPROFEN {MOTRIN} TAB   400MG UD,,6,
IBUPROFEN {MOTRIN} TAB   600MG UD,,6,
IBUPROFEN {MOTRIN} TAB   800MG UD,,6,
IBUPROFEN COLD & SINUS TAB,,6,
IBUPROFEN SUSP 100MG/5CC (MOTRIN) UD,,12,
IBUPROFEN SUSP(MOTRIN)100MG/5ML 5ML DOSE,,3,
IBUPROFEN/HYDROcodone 7.5MG/200MG VICOPR,,6,
ICAPS LUTEIN TAB,,6,
ICAR-C TABS,,4,
ICY HOT CREAM,,6,
ICY HOT ROLL ON 2.5 OZ (CHG 1),,10,
ILECECECTOMY,44160,3638,
ILEOSTOMY JEJUNOSTOMY,44310,4043,
ILEVRO 0.3%  OPTH SUSP CH/ML   1.7ML,,220.8,
ILEVRO 0.3%  OPTH SUSP CH/ML  3ML,,220.8,
ILEVRO 0.3% OPHTH SUSP 1.7ML CH/ML,,222,
IMIPRAMINE {TOFRANIL} TAB   25MG,,4,
IMIQUIMOD 5% CREAM BOX OF 24 CH/PK,,57,
IMMOBILIZER KNEE 12   79-96012,,44,
IMMOBILIZER KNEE 14   79-96014,,30,
IMMOBILIZER KNEE 20   79-96019,,54,
IMMUNOLOGY TESTS-TB INTRADERMAL,,24,
IMMUNOLOGY TESTS-TB TINE TEST,86580,18,
"IMPLANT SIZER, SIZE 1-4",,545,
INCISION & REMOVAL FB SQ COMPLICATED,10121,2734,
INCISION & REMOVAL FB SUBCU COMPLICATED,10121,393,
INCISION & REMOVAL FB SUBCU COMPLICATED,10121,3205,
INCISION & REMOVAL FOREIGN BODY,10120,607,
INCISION EXTERNAL HEMORROID,46083,354,
INCISION OF ABSCESS,20000,318,
INCISION OF BREAST LESION,19020,360,
INCISION TENDON SHEATH DEQUERVAINS DISEA,25000,3022,
INCISION THROMBOSED EXT HEMORRHOID,46083,654,
INCISION THROMBOSED HEMORRHIODS EXT,46083,654,
INCISION/DRAINAGE COMPLEX POST OP WOUND,10180,377,
INCISION/DRAINAGE PERIRECTAL ABSCESS,46040,567,
INCISION/DRAINAGE PILONIDAL CYST COMPLEX,10081,341,
"INCISION/DRAINAGE PILONIDAL CYST, SIMPLE",10080,261,
INDIA INK   ID 6925,87210,30,
INDICATORS SHARN II TEMPERATURE 5101C,,11,
INDOMETHACIN {INDOCIN} CAP 25MG UD,,6,
INDOMETHACIN CAP 50MG,,6,
INFANT SP02 SENSOR,,53,
INFUSION CHEMOTHERAPY,Q0085,250,
INGUINOFEM LYMPHADENECTOMY SUPERFICIAL,38760,3607,
INJECTION CHEMOTHERAPY,Q0083,150,
INJECTION EIPIDURAL OF BLOOD/CLOT PATCH,62273,289,
INJECTION EPIDURAL BLOOD PATCH,62273,1599,
INJECTION FORAMEN EPIDURAL,64484,150,
INJECTION INTO HEMORROID,46500,197,
INJECTION NERVE BLOCK-FACIAL NERVE,64402,197,
INJECTION PARAVERTEBRAL FACET JOINT,64493,2085,
INJECTION PARAVERTEBRAL FACET JOINT 2ND,64494,2085,
INJECTION PARAVERTEBRAL FACET JOINT 3RD,64495,2085,
INJECTION SINGLE TENDON,20551,114,
INJECTION TENDON SHEATH OR LIGNMENT,20550,502,
INJECTION TENDON SHEATH/LIGAMENT,20550,93,
INJECTION TRIGGER POINT 1/2 MUSCLE,20552,93,
"INJECTION, GREATER OCCIPITAL NERVE",64405,656,
INJECTION-IM/SQ (MEDICAID),,87,
INJECTION-IV PUSH (MEDICAID),,87,
INNOPRAN XL 80MG CAP,,7,
INSERT INTRAOCULAR LENS,66985,4147,
INSERTION  OF CHEST TUBE,32551,1539,
INSERTION NONDWELLING BLDDR STRT CATHETR,51701,87,
INSERTION NONDWELLING BLDDR STRT CATHETR,51701,87,
INSERTION OF CHEST TUBE,32551,934,
INSERTION OF CHEST TUBE -FACILITY FEE,32551,1612,
INSERTION OF NONTUNNELED CENTRA INSERTED,36556,315,
INSERTION OF NONTUNNELED CENTRAL INSERTE,36556,1983,
INSERTION OF PICC LINE W/IMAGING >5 YEAR,36573,4175,
INSERTION OF TUNNELED CENTRALLY INSERTED,36558,1315,
INSERTION PERIPHERALLY CV ACCESS,36571,5828,
INSERTION PICC - OLDER THAN AGE 5,36573,4593,
INSERTION TMP INDWELLING BLDDR CATH/COMP,51703,192,
INSERTION TMP INDWELLING BLDDR CATH/COMP,51703,192,
INSERTION TMP INDWELLING BLDDR CATHETER,51702,123,
INSERTION TMP INDWELLING BLDDR CATHETER,51702,123,
INSERTION TUNNELED CVAD>5 YEARS IKD,36561,4537,
INSERTION VENOUS CATHETER <5 YRS,36555,330,
INSERTION VENOUS CATHETER > 5 YRS AGE,36556,983,
INSERTION/OF VENOUS ACCESS DEVICE,36533,434,
INSTRUMENT IMPACT VESSEL LF4200,,2079,
INSTRUMENT IMPLANT MPJ,C1776,3564,
INSTRUMENT LIGASURE V LS1520,,1355,
INSTRUMENT SMALL ER,,15,
INSUFLATION DEVICE,,203,
INSULIN SYRINGE 29G 1ML,,6,
INTEGRA  F CAPSULE,,4,
INTERLEUKIN-6   ID 152611,83520,372,
"INTERMED REPAIR EXTREM, SC 2.6-7.5 CM",12032,835,
INTERMEDIATE REPAIR EXTREMITIES 2.5CM />,12031,994,
INTESTINAL STRICTUROPLASTY FOR OBSTRUCTN,44615,4043,
INTRA ABDOMINAL OMENTAL FLAP,49905,1654,
INTRAOSSEOUS INFUSION,36680,185,
INTRODUCER 10FR ET,,21,
INTRODUCER 15FR ET,,16,
INTRODUCER BARD 7FR  0607770,,199,
INTRODUCER BARD 8FR  0607780,,199,
INTRODUCER SORENSON  41003-01,,72,
INTRODUCTIN OF HEMOSATIC AGENT PK HEMORR,57180,341,
INTRODUCTION CATHETER INFR/SUP VENA CAVA,36010,271,
INTUBATION ENDOTRACHAEL EMER,31500,565,
INTUBATION ENDOTRACHAEL EMERGENCY PROCED,31500,427,
INTUBATION GASTRIC,91105,215,
INTUNIV TAB 1MG (GUANFACINE),,17.5,
INTUNIV TAB 2MG (GUANFACINE),,15,
INVanz 1GM IV,J1335,308.18,
INVOKAMET TAB 150/500MG,,16,
INVOKANA (CANAGLIFLOZIN) TAB: 300MG,,27,
INVOKANA 100MG,,34,
IONTOPHORESIS 15 MINUTES,97033GP,86,
IONTOPHORESIS 15 MINUTES,97033GP,86,
IPECAC/ACT CHARCOAL FOR EMESIS W/O NS TB,99175,114,
IPRATROPIUM 0.03% NASAL SPRAY CH/ML,,1.25,
IPRATROPIUM 0.06% NASAL SPRAY,,9.84,
IPRATROPIUM 0.5MG/ALBUTEROL 3MG CH/AMP,,6,
IRBESARTAN {AVAPRO} TAB :  150MG,,8,
