SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
1219381,HYALURON11.9MG/0.85M,,528.38,2/6/22,158.514,184.933,32.23118,293.77928,50.1961,42.2704,293.77928,76.6151,77.67186,40.68526,89.29622,41.21364,41.21364,42.2704,44.9123,37.51498,32.23118
1510115,RT-SPEC PORT PLAN,77321,1484.27,2/6/22,445.281,519.4945,90.54047,825.25412,141.00565,118.7416,825.25412,215.21915,218.18769,114.28879,250.84163,115.77306,115.77306,118.7416,126.16295,105.38317,90.54047
1314480,"SULFATE, URINE",84392,158.58,2/6/22,47.574,55.503,9.67338,88.17048,15.0651,12.6864,88.17048,22.9941,23.31126,12.21066,26.80002,12.36924,12.36924,12.6864,13.4793,11.25918,9.67338
1212350,RANITIDIN 150MG/10ML,,80.1,2/6/22,24.03,28.035,4.8861,44.5356,7.6095,6.408,44.5356,11.6145,11.7747,6.1677,13.5369,6.2478,6.2478,6.408,6.8085,5.6871,4.8861
1212546,ROPIVACAINE 1MG INJ,J2795,2.77,2/6/22,0.831,0.9695,0.16897,1.54012,0.26315,0.2216,1.54012,0.40165,0.40719,0.21329,0.46813,0.21606,0.21606,0.2216,0.23545,0.19667,0.16897
1219419,LEVOTHYROX 112MCG TB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1110868,PROCEDURE MINOR,SURG,684.71,2/6/22,205.413,239.6485,41.76731,380.69876,65.04745,54.7768,380.69876,99.28295,100.65237,52.72267,115.71599,53.40738,53.40738,54.7768,58.20035,48.61441,41.76731
1314200,CHROMIUM,82495,212.21,2/6/22,63.663,74.2735,12.94481,117.98876,20.15995,16.9768,117.98876,30.77045,31.19487,16.34017,35.86349,16.55238,16.55238,16.9768,18.03785,15.06691,12.94481
1814922,STRPPNG ANKLE-FT PT,29540,314.07,2/6/22,94.221,109.9245,19.15827,174.62292,29.83665,25.1256,174.62292,45.54015,46.16829,24.18339,53.07783,24.49746,24.49746,25.1256,26.69595,22.29897,19.15827
1212865,BACIT ZN 500/GM 30GM,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
1641065,MR-PELVIS WO,72195,7805.86,2/6/22,2341.758,2732.051,476.15746,4340.05816,741.5567,624.4688,4340.05816,1131.8497,1147.46142,601.05122,1319.19034,608.85708,608.85708,624.4688,663.4981,554.21606,476.15746
1610047,SP-LS SPINE W BND DR,72114,2364.87,2/6/22,709.461,827.7045,144.25707,1314.86772,224.66265,189.1896,1314.86772,342.90615,347.63589,182.09499,399.66303,184.45986,184.45986,189.1896,201.01395,167.90577,144.25707
1631524,CT-MAXILLOFACIAL W,70487,2482.39,2/6/22,744.717,868.8365,151.42579,1380.20884,235.82705,198.5912,1380.20884,359.94655,364.91133,191.14403,419.52391,193.62642,193.62642,198.5912,211.00315,176.24969,151.42579
1210494,SUL10-NAPRED.23%OS5M,,9.86,2/6/22,2.958,3.451,0.60146,5.48216,0.9367,0.7888,5.48216,1.4297,1.44942,0.75922,1.66634,0.76908,0.76908,0.7888,0.8381,0.70006,0.60146
1217591,DOXAPRAM20MG/ML 20ML,,1480.33,2/6/22,444.099,518.1155,90.30013,823.06348,140.63135,118.4264,823.06348,214.64785,217.60851,113.98541,250.17577,115.46574,115.46574,118.4264,125.82805,105.10343,90.30013
1219217,CIPROFLOX 250/5 100M,,1.26,2/6/22,0.378,0.441,0.07686,0.70056,0.1197,0.1008,0.70056,0.1827,0.18522,0.09702,0.21294,0.09828,0.09828,0.1008,0.1071,0.08946,0.07686
1211142,CEFOXITIN 1GM INJ,J0694,275.74,2/6/22,82.722,96.509,16.82014,153.31144,26.1953,22.0592,153.31144,39.9823,40.53378,21.23198,46.60006,21.50772,21.50772,22.0592,23.4379,19.57754,16.82014
2811191,TC99M MEBROF /15MCI,A9537,471.07,2/6/22,141.321,164.8745,28.73527,261.91492,44.75165,37.6856,261.91492,68.30515,69.24729,36.27239,79.61083,36.74346,36.74346,37.6856,40.04095,33.44597,28.73527
1641005,MR-UPPER JOINT WWO,73223,11895.24,2/6/22,3568.572,4163.334,725.60964,6613.75344,1130.0478,951.6192,6613.75344,1724.8098,1748.60028,915.93348,2010.29556,927.82872,927.82872,951.6192,1011.0954,844.56204,725.60964
1218013,ROSIGLITAZONE 2MG TB,,4.19,2/6/22,1.257,1.4665,0.25559,2.32964,0.39805,0.3352,2.32964,0.60755,0.61593,0.32263,0.70811,0.32682,0.32682,0.3352,0.35615,0.29749,0.25559
2811264,HOCM2 350-399MGML ML,Q9963,9.81,2/6/22,2.943,3.4335,0.59841,5.45436,0.93195,0.7848,5.45436,1.42245,1.44207,0.75537,1.65789,0.76518,0.76518,0.7848,0.83385,0.69651,0.59841
1210240,BUDESONIDE 90MCG INH,,374.32,2/6/22,112.296,131.012,22.83352,208.12192,35.5604,29.9456,208.12192,54.2764,55.02504,28.82264,63.26008,29.19696,29.19696,29.9456,31.8172,26.57672,22.83352
2811470,S-REPOS CVAD W FLUOR,36597,4624.86,2/6/22,1387.458,1618.701,282.11646,2571.42216,439.3617,369.9888,2571.42216,670.6047,679.85442,356.11422,781.60134,360.73908,360.73908,369.9888,393.1131,328.36506,282.11646
1218299,SOD CHL .9% 3ML NEB,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
282804,THERAPEUTIC DX SQ IM,96372,1281.97,2/6/22,384.591,448.6895,78.20017,712.77532,121.78715,102.5576,712.77532,185.88565,188.44959,98.71169,216.65293,99.99366,99.99366,102.5576,108.96745,91.01987,78.20017
2850051,S-REVS OPN-PRQ TIB-P,SURG,19156.39,2/6/22,5746.917,6704.7365,1168.53979,10650.95284,1819.85705,1532.5112,10650.95284,2777.67655,2815.98933,1475.04203,3237.42991,1494.19842,1494.19842,1532.5112,1628.29315,1360.10369,1168.53979
1854980,MUL-LY COM AM-HD OT,29584,314.07,2/6/22,94.221,109.9245,19.15827,174.62292,29.83665,25.1256,174.62292,45.54015,46.16829,24.18339,53.07783,24.49746,24.49746,25.1256,26.69595,22.29897,19.15827
1824963,WK HR-CD 1ST 2HR PT,97545,1012.44,2/6/22,303.732,354.354,61.75884,562.91664,96.1818,80.9952,562.91664,146.8038,148.82868,77.95788,171.10236,78.97032,78.97032,80.9952,86.0574,71.88324,61.75884
1815029,WHRLPL THRPY-VST PTA,97022,291.49,2/6/22,87.447,102.0215,17.78089,162.06844,27.69155,23.3192,162.06844,42.26605,42.84903,22.44473,49.26181,22.73622,22.73622,23.3192,24.77665,20.69579,17.78089
1314874,MACRO EXAM PARASITE,87169,166.74,2/6/22,50.022,58.359,10.17114,92.70744,15.8403,13.3392,92.70744,24.1773,24.51078,12.83898,28.17906,13.00572,13.00572,13.3392,14.1729,11.83854,10.17114
1315150,"STAPH A,DNA,PROBE",87640,227.37,2/6/22,68.211,79.5795,13.86957,126.41772,21.60015,18.1896,126.41772,32.96865,33.42339,17.50749,38.42553,17.73486,17.73486,18.1896,19.32645,16.14327,13.86957
165206,R&B M/S PVT TELEM,,1684,2/6/22,505.2,589.4,102.724,936.304,159.98,134.72,936.304,244.18,247.548,129.668,284.596,131.352,131.352,134.72,143.14,119.564,102.724
1411002,AICD OHR THN SGL/DU2,C1882,46397.25,2/6/22,13919.175,16239.0375,2830.23225,25796.871,4407.73875,3711.78,25796.871,6727.60125,6820.39575,3572.58825,7841.13525,3618.9855,3618.9855,3711.78,3943.76625,3294.20475,2830.23225
1610154,LE-CALCNEUS 2V BI DR,73650,871.38,2/6/22,261.414,304.983,53.15418,484.48728,82.7811,69.7104,484.48728,126.3501,128.09286,67.09626,147.26322,67.96764,67.96764,69.7104,74.0673,61.86798,53.15418
1061705,IR-THRMBC TRAN BAL,SURG,35349.55,2/6/22,10604.865,12372.3425,2156.32255,19654.3498,3358.20725,2827.964,19654.3498,5125.68475,5196.38385,2721.91535,5974.07395,2757.2649,2757.2649,2827.964,3004.71175,2509.81805,2156.32255
1314654,BORDETELLA AB,86615,123.6,2/6/22,37.08,43.26,7.5396,68.7216,11.742,9.888,68.7216,17.922,18.1692,9.5172,20.8884,9.6408,9.6408,9.888,10.506,8.7756,7.5396
1814989,PT EVAL- MOD CMP PTA,97162,469.9,2/6/22,140.97,164.465,28.6639,261.2644,44.6405,37.592,261.2644,68.1355,69.0753,36.1823,79.4131,36.6522,36.6522,37.592,39.9415,33.3629,28.6639
1641061,MR-CERV SPINE WWO,72156,12399.79,2/6/22,3719.937,4339.9265,756.38719,6894.28324,1177.98005,991.9832,6894.28324,1797.96955,1822.76913,954.78383,2095.56451,967.18362,967.18362,991.9832,1053.98215,880.38509,756.38719
1316362,"GLU,HOME USE DIAGNOS",82962,58.3,2/6/22,17.49,20.405,3.5563,32.4148,5.5385,4.664,32.4148,8.4535,8.5701,4.4891,9.8527,4.5474,4.5474,4.664,4.9555,4.1393,3.5563
7212034,ROPIVACAINE 1MG INJ,J2795,2.77,2/6/22,0.831,0.9695,0.16897,1.54012,0.26315,0.2216,1.54012,0.40165,0.40719,0.21329,0.46813,0.21606,0.21606,0.2216,0.23545,0.19667,0.16897
282855,OB TRIAGE LVL 5 EP,G0463,484.64,2/6/22,145.392,169.624,29.56304,269.45984,46.0408,38.7712,269.45984,70.2728,71.24208,37.31728,81.90416,37.80192,37.80192,38.7712,41.1944,34.40944,29.56304
1212224,INSULIN 1 UNT INJ,,1.7,2/6/22,0.51,0.595,0.1037,0.9452,0.1615,0.136,0.9452,0.2465,0.2499,0.1309,0.2873,0.1326,0.1326,0.136,0.1445,0.1207,0.1037
1210071,FLUTICASON 44MCG PUF,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
1814960,SLF CRE MGT-15MN PT,97535,426.83,2/6/22,128.049,149.3905,26.03663,237.31748,40.54885,34.1464,237.31748,61.89035,62.74401,32.86591,72.13427,33.29274,33.29274,34.1464,36.28055,30.30493,26.03663
1314967,"HEPATITIS C,RNA,AMPP",87521,522.37,2/6/22,156.711,182.8295,31.86457,290.43772,49.62515,41.7896,290.43772,75.74365,76.78839,40.22249,88.28053,40.74486,40.74486,41.7896,44.40145,37.08827,31.86457
1314132,ALA DELTA,82135,106.11,2/6/22,31.833,37.1385,6.47271,58.99716,10.08045,8.4888,58.99716,15.38595,15.59817,8.17047,17.93259,8.27658,8.27658,8.4888,9.01935,7.53381,6.47271
1314007,RBC PRETREAT ENZ,86971,1598.59,2/6/22,479.577,559.5065,97.51399,888.81604,151.86605,127.8872,888.81604,231.79555,234.99273,123.09143,270.16171,124.69002,124.69002,127.8872,135.88015,113.49989,97.51399
1621604,US-ABSC DRN CATH PLA,75989,3846.2,2/6/22,1153.86,1346.17,234.6182,2138.4872,365.389,307.696,2138.4872,557.699,565.3914,296.1574,650.0078,300.0036,300.0036,307.696,326.927,273.0802,234.6182
1691801,IR-TLUM BAL ANG 1STA,SURG,38776.02,2/6/22,11632.806,13571.607,2365.33722,21559.46712,3683.7219,3102.0816,21559.46712,5622.5229,5700.07494,2985.75354,6553.14738,3024.52956,3024.52956,3102.0816,3295.9617,2753.09742,2365.33722
1219903,HYDROCORT 0.5%CR 30G,,8,2/6/22,2.4,2.8,0.488,4.448,0.76,0.64,4.448,1.16,1.176,0.616,1.352,0.624,0.624,0.64,0.68,0.568,0.488
1610046,SP-LS SPNE 4VPLUS DR,72110,1546.19,2/6/22,463.857,541.1665,94.31759,859.68164,146.88805,123.6952,859.68164,224.19755,227.28993,119.05663,261.30611,120.60282,120.60282,123.6952,131.42615,109.77949,94.31759
1212266,DENOSUMAB 1MG INJ,J0897,255.7,2/6/22,76.71,89.495,15.5977,142.1692,24.2915,20.456,142.1692,37.0765,37.5879,19.6889,43.2133,19.9446,19.9446,20.456,21.7345,18.1547,15.5977
1691291,IR-PLC URTL ST NW WO,SURG,15214.15,2/6/22,4564.245,5324.9525,928.06315,8459.0674,1445.34425,1217.132,8459.0674,2206.05175,2236.48005,1171.48955,2571.19135,1186.7037,1186.7037,1217.132,1293.20275,1080.20465,928.06315
1218711,IRBESARTAN 300MG TAB,,0.42,2/6/22,0.126,0.147,0.02562,0.23352,0.0399,0.0336,0.23352,0.0609,0.06174,0.03234,0.07098,0.03276,0.03276,0.0336,0.0357,0.02982,0.02562
1316536,LAMOTRIGINE QT,80175,170.24,2/6/22,51.072,59.584,10.38464,94.65344,16.1728,13.6192,94.65344,24.6848,25.02528,13.10848,28.77056,13.27872,13.27872,13.6192,14.4704,12.08704,10.38464
1610064,UE-HUMERUS DR,73060,768.02,2/6/22,230.406,268.807,46.84922,427.01912,72.9619,61.4416,427.01912,111.3629,112.89894,59.13754,129.79538,59.90556,59.90556,61.4416,65.2817,54.52942,46.84922
1217788,EPHEDRINE 50MG INJ,,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1064001,CC-EVSC RPR ILIAC BI,SURG,99999,2/6/22,29999.7,34999.65,6099.939,55599.444,9499.905,7999.92,55599.444,14499.855,14699.853,7699.923,16899.831,7799.922,7799.922,7999.92,8499.915,7099.929,6099.939
1317114,UNLIST MOLEC PATH,81479,110.77,2/6/22,33.231,38.7695,6.75697,61.58812,10.52315,8.8616,61.58812,16.06165,16.28319,8.52929,18.72013,8.64006,8.64006,8.8616,9.41545,7.86467,6.75697
1061517,S-FEM POP REVAS TLA,SURG,24898.26,2/6/22,7469.478,8714.391,1518.79386,13843.43256,2365.3347,1991.8608,13843.43256,3610.2477,3660.04422,1917.16602,4207.80594,1942.06428,1942.06428,1991.8608,2116.3521,1767.77646,1518.79386
1314588,IMM E-PHORS-URIN-CSF,86335,334.64,2/6/22,100.392,117.124,20.41304,186.05984,31.7908,26.7712,186.05984,48.5228,49.19208,25.76728,56.55416,26.10192,26.10192,26.7712,28.4444,23.75944,20.41304
1316547,HPV HIGH RISK TYPES,87624,262.35,2/6/22,78.705,91.8225,16.00335,145.8666,24.92325,20.988,145.8666,38.04075,38.56545,20.20095,44.33715,20.4633,20.4633,20.988,22.29975,18.62685,16.00335
1219807,PEN-VK250MG/5ML 100M,,47.75,2/6/22,14.325,16.7125,2.91275,26.549,4.53625,3.82,26.549,6.92375,7.01925,3.67675,8.06975,3.7245,3.7245,3.82,4.05875,3.39025,2.91275
1213877,CLARITHR 250MG/5 5ML,,5.51,2/6/22,1.653,1.9285,0.33611,3.06356,0.52345,0.4408,3.06356,0.79895,0.80997,0.42427,0.93119,0.42978,0.42978,0.4408,0.46835,0.39121,0.33611
1314321,"HEMOSIDERIN, QUAL",83070,30.32,2/6/22,9.096,10.612,1.84952,16.85792,2.8804,2.4256,16.85792,4.3964,4.45704,2.33464,5.12408,2.36496,2.36496,2.4256,2.5772,2.15272,1.84952
1211702,FLUCONAZOL 200MG INJ,J1450,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1691135,IR-PARV INJ C-T L1,SURG,3519.86,2/6/22,1055.958,1231.951,214.71146,1957.04216,334.3867,281.5888,1957.04216,510.3797,517.41942,271.02922,594.85634,274.54908,274.54908,281.5888,299.1881,249.91006,214.71146
7210209,LEVETIRA 100MG/ML 1M,,6.94,2/6/22,2.082,2.429,0.42334,3.85864,0.6593,0.5552,3.85864,1.0063,1.02018,0.53438,1.17286,0.54132,0.54132,0.5552,0.5899,0.49274,0.42334
1212097,C1 ESTER 10U BERINRT,J0597,864.93,2/6/22,259.479,302.7255,52.76073,480.90108,82.16835,69.1944,480.90108,125.41485,127.14471,66.59961,146.17317,67.46454,67.46454,69.1944,73.51905,61.41003,52.76073
1710907,METHACHOLINE CHALLEN,94070,1044.25,2/6/22,313.275,365.4875,63.69925,580.603,99.20375,83.54,580.603,151.41625,153.50475,80.40725,176.47825,81.4515,81.4515,83.54,88.76125,74.14175,63.69925
7210972,FENT2MCG-ROP.2% 100M,,299.72,2/6/22,89.916,104.902,18.28292,166.64432,28.4734,23.9776,166.64432,43.4594,44.05884,23.07844,50.65268,23.37816,23.37816,23.9776,25.4762,21.28012,18.28292
7212268,ABATACEPT 10MG INJ,J0129,419.78,2/6/22,125.934,146.923,25.60658,233.39768,39.8791,33.5824,233.39768,60.8681,61.70766,32.32306,70.94282,32.74284,32.74284,33.5824,35.6813,29.80438,25.60658
2811902,TRANSP INJ L S AD,SURG,1481.96,2/6/22,444.588,518.686,90.39956,823.96976,140.7862,118.5568,823.96976,214.8842,217.84812,114.11092,250.45124,115.59288,115.59288,118.5568,125.9666,105.21916,90.39956
1221067,MANNITOL 20% 250ML,,683.65,2/6/22,205.095,239.2775,41.70265,380.1094,64.94675,54.692,380.1094,99.12925,100.49655,52.64105,115.53685,53.3247,53.3247,54.692,58.11025,48.53915,41.70265
1523140,IV THERAPY OVER 8HRS,C8957,1575.73,2/6/22,472.719,551.5055,96.11953,876.10588,149.69435,126.0584,876.10588,228.48085,231.63231,121.33121,266.29837,122.90694,122.90694,126.0584,133.93705,111.87683,96.11953
1218388,TOPIRAMATE 100MG TAB,,0.28,2/6/22,0.084,0.098,0.01708,0.15568,0.0266,0.0224,0.15568,0.0406,0.04116,0.02156,0.04732,0.02184,0.02184,0.0224,0.0238,0.01988,0.01708
1212886,NALOXONE HCL 1MG INJ,J2310,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1217514,LEVOTHYROXI 88MCG TB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1610140,UE-HAND 2VWS BI DR,73120,1309.09,2/6/22,392.727,458.1815,79.85449,727.85404,124.36355,104.7272,727.85404,189.81805,192.43623,100.79993,221.23621,102.10902,102.10902,104.7272,111.27265,92.94539,79.85449
2811297,S-PNCTR ASP HEMA-CY,SURG,838.8,2/6/22,251.64,293.58,51.1668,466.3728,79.686,67.104,466.3728,121.626,123.3036,64.5876,141.7572,65.4264,65.4264,67.104,71.298,59.5548,51.1668
1610084,LE-KNEE 3V DR,73562,830.87,2/6/22,249.261,290.8045,50.68307,461.96372,78.93265,66.4696,461.96372,120.47615,122.13789,63.97699,140.41703,64.80786,64.80786,66.4696,70.62395,58.99177,50.68307
1211393,CARBAMAZ 20MG/ML 5ML,,8.63,2/6/22,2.589,3.0205,0.52643,4.79828,0.81985,0.6904,4.79828,1.25135,1.26861,0.66451,1.45847,0.67314,0.67314,0.6904,0.73355,0.61273,0.52643
1314726,"TREP. PALLIDUM,CONFI",86780,99.11,2/6/22,29.733,34.6885,6.04571,55.10516,9.41545,7.9288,55.10516,14.37095,14.56917,7.63147,16.74959,7.73058,7.73058,7.9288,8.42435,7.03681,6.04571
1314777,"FACTOR XIII, SCREEN",85291,57.13,2/6/22,17.139,19.9955,3.48493,31.76428,5.42735,4.5704,31.76428,8.28385,8.39811,4.39901,9.65497,4.45614,4.45614,4.5704,4.85605,4.05623,3.48493
1211499,LEVETIRAC 500MG SRTB,,0.33,2/6/22,0.099,0.1155,0.02013,0.18348,0.03135,0.0264,0.18348,0.04785,0.04851,0.02541,0.05577,0.02574,0.02574,0.0264,0.02805,0.02343,0.02013
2811445,S-RENAL BX NEEDLE,SURG,3982.15,2/6/22,1194.645,1393.7525,242.91115,2214.0754,378.30425,318.572,2214.0754,577.41175,585.37605,306.62555,672.98335,310.6077,310.6077,318.572,338.48275,282.73265,242.91115
1414702,JOINT DEVICE IMPLT 3,C1776,9344.38,2/6/22,2803.314,3270.533,570.00718,5195.47528,887.7161,747.5504,5195.47528,1354.9351,1373.62386,719.51726,1579.20022,728.86164,728.86164,747.5504,794.2723,663.45098,570.00718
1316453,DIGOXIN FREE,80163,167.9,2/6/22,50.37,58.765,10.2419,93.3524,15.9505,13.432,93.3524,24.3455,24.6813,12.9283,28.3751,13.0962,13.0962,13.432,14.2715,11.9209,10.2419
1691205,IR-ANG CRT EXT CC BI,36222,26320.61,2/6/22,7896.183,9212.2135,1605.55721,14634.25916,2500.45795,2105.6488,14634.25916,3816.48845,3869.12967,2026.68697,4448.18309,2053.00758,2053.00758,2105.6488,2237.25185,1868.76331,1605.55721
7211145,VARENICILINE 1MG TAB,,6.65,2/6/22,1.995,2.3275,0.40565,3.6974,0.63175,0.532,3.6974,0.96425,0.97755,0.51205,1.12385,0.5187,0.5187,0.532,0.56525,0.47215,0.40565
1217810,HYDROMORPHONE 2MG TA,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1410103,CATH-ANGIO NONLSR L3,C2623,27140.83,2/6/22,8142.249,9499.2905,1655.59063,15090.30148,2578.37885,2171.2664,15090.30148,3935.42035,3989.70201,2089.84391,4586.80027,2116.98474,2116.98474,2171.2664,2306.97055,1926.99893,1655.59063
1720014,BRONCH RM LV4 ADD MN,SURG,28.36,2/6/22,8.508,9.926,1.72996,15.76816,2.6942,2.2688,15.76816,4.1122,4.16892,2.18372,4.79284,2.21208,2.21208,2.2688,2.4106,2.01356,1.72996
1316663,TRAMADOL MS,80373,89.78,2/6/22,26.934,31.423,5.47658,49.91768,8.5291,7.1824,49.91768,13.0181,13.19766,6.91306,15.17282,7.00284,7.00284,7.1824,7.6313,6.37438,5.47658
1855051,PROS TRN IN15MI COTA,97761,187.38,2/6/22,56.214,65.583,11.43018,104.18328,17.8011,14.9904,104.18328,27.1701,27.54486,14.42826,31.66722,14.61564,14.61564,14.9904,15.9273,13.30398,11.43018
1217516,LIDOCAINE 2% GEL 5ML,,4.31,2/6/22,1.293,1.5085,0.26291,2.39636,0.40945,0.3448,2.39636,0.62495,0.63357,0.33187,0.72839,0.33618,0.33618,0.3448,0.36635,0.30601,0.26291
1110870,PROCEDURE MAJOR,SURG,2070.41,2/6/22,621.123,724.6435,126.29501,1151.14796,196.68895,165.6328,1151.14796,300.20945,304.35027,159.42157,349.89929,161.49198,161.49198,165.6328,175.98485,146.99911,126.29501
1219632,FE/GLY/C/TH/12/DE TB,,1.06,2/6/22,0.318,0.371,0.06466,0.58936,0.1007,0.0848,0.58936,0.1537,0.15582,0.08162,0.17914,0.08268,0.08268,0.0848,0.0901,0.07526,0.06466
1214466,INSULIN 1 UNT INJ,,0.24,2/6/22,0.072,0.084,0.01464,0.13344,0.0228,0.0192,0.13344,0.0348,0.03528,0.01848,0.04056,0.01872,0.01872,0.0192,0.0204,0.01704,0.01464
2811874,S-DIL URETL STRC,SURG,10649.9,2/6/22,3194.97,3727.465,649.6439,5921.3444,1011.7405,851.992,5921.3444,1544.2355,1565.5353,820.0423,1799.8331,830.6922,830.6922,851.992,905.2415,756.1429,649.6439
1210490,ACETIC ACID.25% 1000,,11.11,2/6/22,3.333,3.8885,0.67771,6.17716,1.05545,0.8888,6.17716,1.61095,1.63317,0.85547,1.87759,0.86658,0.86658,0.8888,0.94435,0.78881,0.67771
1824902,PT EVAL- HGH CMP PT,97163,469.9,2/6/22,140.97,164.465,28.6639,261.2644,44.6405,37.592,261.2644,68.1355,69.0753,36.1823,79.4131,36.6522,36.6522,37.592,39.9415,33.3629,28.6639
2811557,S-THYRODCYST ASP/INJ,SURG,2160.95,2/6/22,648.285,756.3325,131.81795,1201.4882,205.29025,172.876,1201.4882,313.33775,317.65965,166.39315,365.20055,168.5541,168.5541,172.876,183.68075,153.42745,131.81795
1854950,MASSG THRPY-15MN OT,97124,190.87,2/6/22,57.261,66.8045,11.64307,106.12372,18.13265,15.2696,106.12372,27.67615,28.05789,14.69699,32.25703,14.88786,14.88786,15.2696,16.22395,13.55177,11.64307
1210011,RHOPHYLAC 100UNT,J2791,241.83,2/6/22,72.549,84.6405,14.75163,134.45748,22.97385,19.3464,134.45748,35.06535,35.54901,18.62091,40.86927,18.86274,18.86274,19.3464,20.55555,17.16993,14.75163
1691225,IR-ARTHRGRM KNEE BI,73580,3750.72,2/6/22,1125.216,1312.752,228.79392,2085.40032,356.3184,300.0576,2085.40032,543.8544,551.35584,288.80544,633.87168,292.55616,292.55616,300.0576,318.8112,266.30112,228.79392
1523131,BLD DRAW CENTRAL LN,36592,428.93,2/6/22,128.679,150.1255,26.16473,238.48508,40.74835,34.3144,238.48508,62.19485,63.05271,33.02761,72.48917,33.45654,33.45654,34.3144,36.45905,30.45403,26.16473
1315078,MAN CELL CT ELP,85032,27.98,2/6/22,8.394,9.793,1.70678,15.55688,2.6581,2.2384,15.55688,4.0571,4.11306,2.15446,4.72862,2.18244,2.18244,2.2384,2.3783,1.98658,1.70678
7210185,MULTIVITAMIN LIQ 5ML,,1.84,2/6/22,0.552,0.644,0.11224,1.02304,0.1748,0.1472,1.02304,0.2668,0.27048,0.14168,0.31096,0.14352,0.14352,0.1472,0.1564,0.13064,0.11224
2811826,BR-PLC LOC DVCE ADD,MANUL,1793.21,2/6/22,537.963,627.6235,109.38581,997.02476,170.35495,143.4568,997.02476,260.01545,263.60187,138.07717,303.05249,139.87038,139.87038,143.4568,152.42285,127.31791,109.38581
1641098,MR-LOWER EXTR BI WWO,73720,13927.73,2/6/22,4178.319,4874.7055,849.59153,7743.81788,1323.13435,1114.2184,7743.81788,2019.52085,2047.37631,1072.43521,2353.78637,1086.36294,1086.36294,1114.2184,1183.85705,988.86883,849.59153
2811361,S-URETEROGRM INJ,50684,271.42,2/6/22,81.426,94.997,16.55662,150.90952,25.7849,21.7136,150.90952,39.3559,39.89874,20.89934,45.86998,21.17076,21.17076,21.7136,23.0707,19.27082,16.55662
1221084,SOD CHLOR .9% 25ML,,432.79,2/6/22,129.837,151.4765,26.40019,240.63124,41.11505,34.6232,240.63124,62.75455,63.62013,33.32483,73.14151,33.75762,33.75762,34.6232,36.78715,30.72809,26.40019
2811362,S-CYSTOGRAM INJ,51600,502.59,2/6/22,150.777,175.9065,30.65799,279.44004,47.74605,40.2072,279.44004,72.87555,73.88073,38.69943,84.93771,39.20202,39.20202,40.2072,42.72015,35.68389,30.65799
1610057,UE-SCAPULA BILAT DR,73010,891.62,2/6/22,267.486,312.067,54.38882,495.74072,84.7039,71.3296,495.74072,129.2849,131.06814,68.65474,150.68378,69.54636,69.54636,71.3296,75.7877,63.30502,54.38882
1210224,LEVOFLOXAC 250MG INJ,J1956,217.19,2/6/22,65.157,76.0165,13.24859,120.75764,20.63305,17.3752,120.75764,31.49255,31.92693,16.72363,36.70511,16.94082,16.94082,17.3752,18.46115,15.42049,13.24859
7211982,CEFAZOLIN 500MG INJ,J0690,112.43,2/6/22,33.729,39.3505,6.85823,62.51108,10.68085,8.9944,62.51108,16.30235,16.52721,8.65711,19.00067,8.76954,8.76954,8.9944,9.55655,7.98253,6.85823
